35028605 | @DISEASE_Drug_Hypersensitivity | Drug Hypersensitivity | 115 | 16 | Disease | disease | hypersensitivity
2789493 | @CHEMICAL_Methicillin | Methicillin | 800 | 11 | Chemical | chemical | methicillin
2789493 | @CHEMICAL_Clindamycin | Clindamycin | 1014 | 11 | Chemical | chemical | clindamycin
2789493 | @CHEMICAL_Meropenem | Meropenem | 1173 | 7 | Chemical | chemical | SM-7338
2789493 | @CHEMICAL_Imipenem | Imipenem | 1202 | 8 | Chemical | chemical | imipenem
2789493 | @CHEMICAL_Meropenem | Meropenem | 1522 | 7 | Chemical | chemical | SM-7338
2789493 | @CHEMICAL_Meropenem | Meropenem | 1588 | 7 | Chemical | chemical | SM-7338
2789493 | @CHEMICAL_Imipenem | Imipenem | 1619 | 8 | Chemical | chemical | imipenem
2850139 | @GENE_SUK_0013P2 | SUK_0013p2 | 0 | 14 | Gene | gene | Beta-lactamase
2850139 | @CHEMICAL_Penicillanic_Acid | Penicillanic Acid | 45 | 17 | Chemical | chemical | penicillanic acid
2850139 | @CHEMICAL_Clavulanic_Acid | Clavulanic Acid | 83 | 11 | Chemical | chemical | clavulanate
2850139 | @CHEMICAL_Sulbactam | Sulbactam | 99 | 9 | Chemical | chemical | sulbactam
2850139 | @GENE_SUK_0013P2 | SUK_0013p2 | 114 | 14 | Gene | gene | beta-lactamase
2850139 | @CHEMICAL_6_acetylmethylenepenicillanic_acid | 6-acetylmethylenepenicillanic acid | 154 | 35 | Chemical | chemical | 6-acetylmethylene penicillanic acid
2850139 | @CHEMICAL_6_acetylmethylenepenicillanic_acid | 6-acetylmethylenepenicillanic acid | 191 | 6 | Chemical | chemical | 6-AMPA
2850139 | @GENE_SUK_0013P2 | SUK_0013p2 | 250 | 14 | Gene | gene | beta-lactamase
2850139 | @CHEMICAL_6_acetylmethylenepenicillanic_acid | 6-acetylmethylenepenicillanic acid | 277 | 6 | Chemical | chemical | 6-AMPA
2850139 | @GENE_TEM_1 | TEM-1 | 298 | 5 | Gene | gene | TEM-1
2850139 | @CHEMICAL_6_acetylmethylenepenicillanic_acid | 6-acetylmethylenepenicillanic acid | 635 | 6 | Chemical | chemical | 6-AMPA
2850139 | @GENE_TEM_1 | TEM-1 | 706 | 5 | Gene | gene | TEM-1
2850139 | @CHEMICAL_6_acetylmethylenepenicillanic_acid | 6-acetylmethylenepenicillanic acid | 957 | 6 | Chemical | chemical | 6-AMPA
2850139 | @CHEMICAL_Clavulanic_Acid | Clavulanic Acid | 997 | 11 | Chemical | chemical | clavulanate
2850139 | @CHEMICAL_Sulbactam | Sulbactam | 1012 | 9 | Chemical | chemical | sulbactam
2850139 | @CHEMICAL_6_acetylmethylenepenicillanic_acid | 6-acetylmethylenepenicillanic acid | 1023 | 6 | Chemical | chemical | 6-AMPA
2850139 | @CHEMICAL_Clavulanic_Acid | Clavulanic Acid | 1152 | 11 | Chemical | chemical | clavulanate
2850139 | @CHEMICAL_6_acetylmethylenepenicillanic_acid | 6-acetylmethylenepenicillanic acid | 1165 | 6 | Chemical | chemical | 6-AMPA
2850139 | @CHEMICAL_Ampicillin | Ampicillin | 1219 | 10 | Chemical | chemical | ampicillin
2850139 | @GENE_SUK_0013P2 | SUK_0013p2 | 1238 | 14 | Gene | gene | beta-lactamase
2850139 | @CHEMICAL_Clavulanic_Acid | Clavulanic Acid | 1302 | 11 | Chemical | chemical | clavulanate
2850139 | @CHEMICAL_Ampicillin | Ampicillin | 1351 | 10 | Chemical | chemical | ampicillin
2850139 | @CHEMICAL_6_acetylmethylenepenicillanic_acid | 6-acetylmethylenepenicillanic acid | 1421 | 6 | Chemical | chemical | 6-AMPA
2850139 | @GENE_SUK_0013P2 | SUK_0013p2 | 1442 | 14 | Gene | gene | beta-lactamase
3496845 | @CHEMICAL_Meropenem | Meropenem | 56 | 5 | Chemical | chemical | penem
3496845 | @CHEMICAL_CGP_31608 | CGP 31608 | 63 | 9 | Chemical | chemical | CGP 31608
3496845 | @CHEMICAL_CGP_31608 | CGP 31608 | 99 | 9 | Chemical | chemical | CGP 31608
3496845 | @CHEMICAL_Meropenem | Meropenem | 116 | 5 | Chemical | chemical | penem
3496845 | @CHEMICAL_beta_Lactams | beta-Lactams | 210 | 12 | Chemical | chemical | beta-lactams
3496845 | @CHEMICAL_CGP_31608 | CGP 31608 | 224 | 9 | Chemical | chemical | CGP 31608
3496845 | @CHEMICAL_Cefotaxime | Cefotaxime | 504 | 10 | Chemical | chemical | cefotaxime
3496845 | @CHEMICAL_Ceftazidime | Ceftazidime | 516 | 11 | Chemical | chemical | ceftazidime
3496845 | @CHEMICAL_Aztreonam | Aztreonam | 529 | 9 | Chemical | chemical | aztreonam
3496845 | @CHEMICAL_Imipenem | Imipenem | 544 | 8 | Chemical | chemical | imipenem
3496845 | @CHEMICAL_Imipenem | Imipenem | 720 | 8 | Chemical | chemical | imipenem
3496845 | @CHEMICAL_Imipenem | Imipenem | 999 | 8 | Chemical | chemical | imipenem
3496845 | @CHEMICAL_Piperacillin | Piperacillin | 1085 | 12 | Chemical | chemical | piperacillin
3496845 | @CHEMICAL_Ceftazidime | Ceftazidime | 1100 | 11 | Chemical | chemical | ceftazidime
3496845 | @CHEMICAL_Gentamicins | Gentamicins | 1118 | 10 | Chemical | chemical | gentamicin
3496845 | @DISEASE_Hemolysis | Hemolysis | 1327 | 24 | Disease | disease | Hemolytic streptococci A
3496845 | @CHEMICAL_Methicillin | Methicillin | 1530 | 11 | Chemical | chemical | methicillin
3496845 | @CHEMICAL_Methicillin | Methicillin | 1638 | 11 | Chemical | chemical | methicillin
3496845 | @CHEMICAL_CGP_31608 | CGP 31608 | 1818 | 9 | Chemical | chemical | CGP 31608
3496845 | @CHEMICAL_CGP_31608 | CGP 31608 | 2110 | 9 | Chemical | chemical | CGP 31608
3496845 | @CHEMICAL_CGP_31608 | CGP 31608 | 2254 | 9 | Chemical | chemical | CGP 31608
3496845 | @CHEMICAL_CGP_31608 | CGP 31608 | 2491 | 9 | Chemical | chemical | CGP 31608
3496845 | @CHEMICAL_Gentamicins | Gentamicins | 2505 | 10 | Chemical | chemical | gentamicin
3496845 | @CHEMICAL_Rifampin | Rifampin | 2642 | 8 | Chemical | chemical | rifampin
8335498 | @CHEMICAL_cefpirome | cefpirome | 59 | 9 | Chemical | chemical | cefpirome
8335498 | @CHEMICAL_Cephalosporins | Cephalosporins | 94 | 13 | Chemical | chemical | cephalosporin
8335498 | @CHEMICAL_cefpirome | cefpirome | 171 | 9 | Chemical | chemical | cefpirome
8335498 | @CHEMICAL_Amoxicillin_Potassium_Clavulanate_Combination | Amoxicillin-Potassium Clavulanate Combination | 199 | 27 | Chemical | chemical | amoxycillin/clavulanic acid
8335498 | @CHEMICAL_sultamicillin | sultamicillin | 228 | 20 | Chemical | chemical | ampicillin/sulbactam
8335498 | @CHEMICAL_Cefuroxime | Cefuroxime | 250 | 10 | Chemical | chemical | cefuroxime
8335498 | @CHEMICAL_Ceftazidime | Ceftazidime | 262 | 11 | Chemical | chemical | ceftazidime
8335498 | @CHEMICAL_Gentamicins | Gentamicins | 275 | 10 | Chemical | chemical | gentamicin
8335498 | @CHEMICAL_Amikacin | Amikacin | 290 | 8 | Chemical | chemical | amikacin
8335498 | @CHEMICAL_cefpirome | cefpirome | 454 | 9 | Chemical | chemical | Cefpirome
8335498 | @CHEMICAL_indole | indole | 532 | 6 | Chemical | chemical | indole
8335498 | @CHEMICAL_cefpirome | cefpirome | 799 | 9 | Chemical | chemical | Cefpirome
8335498 | @CHEMICAL_Cefuroxime | Cefuroxime | 830 | 10 | Chemical | chemical | cefuroxime
8335498 | @CHEMICAL_Ceftazidime | Ceftazidime | 845 | 11 | Chemical | chemical | ceftazidime
8335498 | @CHEMICAL_Ceftazidime | Ceftazidime | 926 | 11 | Chemical | chemical | ceftazidime
8335498 | @CHEMICAL_cefpirome | cefpirome | 970 | 9 | Chemical | chemical | Cefpirome
8335498 | @DISEASE_Triple_Negative_Breast_Neoplasms | Triple Negative Breast Neoplasms | 1049 | 32 | Disease | disease | coagulase-negative staphylococci
8335498 | @CHEMICAL_Methicillin | Methicillin | 1108 | 11 | Chemical | chemical | methicillin
8335498 | @CHEMICAL_Methicillin | Methicillin | 1173 | 11 | Chemical | chemical | Methicillin
8335498 | @CHEMICAL_cefpirome | cefpirome | 1266 | 9 | Chemical | chemical | cefpirome
8335498 | @CHEMICAL_cefpirome | cefpirome | 1294 | 9 | Chemical | chemical | cefpirome
8335498 | @CHEMICAL_Ceftazidime | Ceftazidime | 1409 | 11 | Chemical | chemical | ceftazidime
17411373 | @GENE_LIF | LIF | 0 | 25 | Gene | gene | Leukemia inhibitor factor
17411373 | @GENE_LIF | LIF | 27 | 3 | Gene | gene | LIF
17411373 | @GENE_STAT3 | STAT3 | 78 | 6 | Gene | gene | stat 3
17411373 | @GENE_LIF | LIF | 97 | 25 | Gene | gene | Leukemia inhibitor factor
17411373 | @GENE_LIF | LIF | 124 | 3 | Gene | gene | LIF
17411373 | @GENE_LIF | LIF | 241 | 3 | Gene | gene | LIF
17411373 | @GENE_CXCR4 | CXCR4 | 347 | 5 | Gene | gene | CXCR4
17411373 | @GENE_IL6ST | IL6ST | 385 | 5 | Gene | gene | gp130
17411373 | @GENE_CD4 | CD4 | 432 | 3 | Gene | gene | CD4
17411373 | @GENE_CCR5 | CCR5 | 437 | 4 | Gene | gene | CCR5
17411373 | @GENE_LIF | LIF | 578 | 3 | Gene | gene | LIF
17411373 | @GENE_LIF | LIF | 623 | 3 | Gene | gene | LIF
17411373 | @GENE_STAT3 | STAT3 | 874 | 6 | Gene | gene | Stat 3
17411373 | @GENE_STAT1 | STAT1 | 889 | 6 | Gene | gene | Stat 1
17411373 | @GENE_STAT5A | STAT5A | 899 | 6 | Gene | gene | Stat 5
17411373 | @GENE_STAT3 | STAT3 | 1010 | 6 | Gene | gene | Stat 3
17411373 | @GENE_STAT3 | STAT3 | 1107 | 6 | Gene | gene | Stat 3
17411373 | @DISEASE_Infections | Infections | 1154 | 9 | Disease | disease | infection
18006867 | @DISEASE_Inflammation | Inflammation | 392 | 12 | Disease | disease | inflammation
18006867 | @GENE_IL32 | IL32 | 1239 | 5 | Gene | gene | IL-32
18006867 | @GENE_TNFSF8 | TNFSF8 | 1246 | 6 | Gene | gene | TNFSF8
18006867 | @GENE_CCR5 | CCR5 | 1258 | 4 | Gene | gene | CCR5
18006867 | @DISEASE_Inflammation | Inflammation | 1273 | 12 | Disease | disease | inflammatory
18006867 | @GENE_ANXA1 | ANXA1 | 1293 | 5 | Gene | gene | ANXA1
18006867 | @GENE_AREG | AREG | 1344 | 4 | Gene | gene | AREG
18006867 | @GENE_FGF2 | FGF2 | 1353 | 4 | Gene | gene | FGF2
18006867 | @DISEASE_Asthma | Asthma | 1512 | 6 | Disease | disease | asthma
18006867 | @DISEASE_Arthritis | Arthritis | 1523 | 9 | Disease | disease | arthritis
18552348 | @DISEASE_Schizophrenia | Schizophrenia | 0 | 13 | Disease | disease | Schizophrenia
18552348 | @DISEASE_Cytomegalovirus_Infections | Cytomegalovirus Infections | 88 | 15 | Disease | disease | cytomegalovirus
18552348 | @DISEASE_Influenza_Human | Influenza Human | 105 | 9 | Disease | disease | influenza
18552348 | @DISEASE_Herpes_Simplex | Herpes Simplex | 116 | 14 | Disease | disease | herpes simplex
18552348 | @DISEASE_Rubella | Rubella | 132 | 7 | Disease | disease | rubella
18552348 | @DISEASE_Schizophrenia | Schizophrenia | 189 | 13 | Disease | disease | schizophrenia
18552348 | @DISEASE_Schizophrenia | Schizophrenia | 350 | 13 | Disease | disease | schizophrenia
18552348 | @DISEASE_Rubella | Rubella | 648 | 7 | Disease | disease | rubella
18552348 | @GENE_EGFR | EGFR | 726 | 4 | Gene | gene | EGFR
18552348 | @GENE_IL10 | IL10 | 816 | 5 | Gene | gene | IL-10
18552348 | @GENE_IL10RA | IL10RA | 867 | 6 | Gene | gene | IL10R.
18552348 | @DISEASE_Herpes_Simplex | Herpes Simplex | 931 | 14 | Disease | disease | herpes simplex
18552348 | @GENE_IL10 | IL10 | 1791 | 4 | Gene | gene | IL10
18552348 | @GENE_IL10RA | IL10RA | 1797 | 6 | Gene | gene | IL10RA
18552348 | @GENE_IL18RAP | IL18RAP | 1805 | 7 | Gene | gene | IL18RAP
18552348 | @GENE_LTA | LTA | 1814 | 17 | Gene | gene | lymphotoxin-alpha
18552348 | @GENE_TNF | TNF | 1833 | 27 | Gene | gene | tumor necrosis factor alpha
18552348 | @GENE_TNF | TNF | 1862 | 3 | Gene | gene | TNF
18552348 | @GENE_HLA_A | HLA-A | 1894 | 3 | Gene | gene | HLA
18552348 | @GENE_HLA_B | HLA-B | 1918 | 5 | Gene | gene | HLA-B
18552348 | @GENE_HLA_DRB1 | HLA-DRB1 | 1925 | 8 | Gene | gene | HLA-DRB1
18552348 | @GENE_ACE | ACE | 1978 | 29 | Gene | gene | angiotensin-converting enzyme
18552348 | @GENE_TPP2 | TPP2 | 2012 | 23 | Gene | gene | tripeptidyl peptidase 2
18552348 | @GENE_MIR198 | MIR198 | 2113 | 11 | Gene | gene | Hsa-mir-198
18552348 | @GENE_MIR206 | MIR206 | 2129 | 11 | Gene | gene | Hsa-mir-206
18552348 | @DISEASE_Influenza_Human | Influenza Human | 2167 | 9 | Disease | disease | influenza
18552348 | @DISEASE_Rubella | Rubella | 2178 | 7 | Disease | disease | rubella
18552348 | @DISEASE_Schizophrenia | Schizophrenia | 2238 | 13 | Disease | disease | schizophrenia
18552348 | @DISEASE_Schizophrenia | Schizophrenia | 2531 | 13 | Disease | disease | schizophrenia
18552348 | @DISEASE_Schizophrenia | Schizophrenia | 2916 | 13 | Disease | disease | schizophrenia
23823820 | @DISEASE_Asthma | Asthma | 43 | 6 | Disease | disease | asthma
23823820 | @DISEASE_Asthma | Asthma | 120 | 6 | Disease | disease | Asthma
23823820 | @DISEASE_Asthma | Asthma | 297 | 6 | Disease | disease | asthma
23823820 | @DISEASE_Asthma | Asthma | 411 | 6 | Disease | disease | asthma
23823820 | @DISEASE_Asthma | Asthma | 528 | 6 | Disease | disease | asthma
23823820 | @DISEASE_Asthma | Asthma | 689 | 6 | Disease | disease | asthma
23823820 | @DISEASE_Asthma | Asthma | 748 | 6 | Disease | disease | Asthma
23823820 | @DISEASE_Asthma | Asthma | 901 | 6 | Disease | disease | asthma
23823820 | @DISEASE_Asthma | Asthma | 996 | 6 | Disease | disease | asthma
23823820 | @GENE_IGHE | IGHE | 1011 | 4 | Gene | gene | IGHE
23823820 | @GENE_IGHE | IGHE | 1017 | 3 | Gene | gene | IgE
23823820 | @GENE_IL4 | IL4 | 1023 | 37 | Gene | gene | interleukin (IL)-4, 5, 6, 10, 13, 17A
23823820 | @GENE_TNF | TNF | 1066 | 33 | Gene | gene | tumor necrosis factor (TNF)-alpha
23823820 | @DISEASE_Asthma | Asthma | 1397 | 6 | Disease | disease | asthma
23823820 | @DISEASE_Asthma | Asthma | 1421 | 6 | Disease | disease | asthma
23823820 | @GENE_JAK3 | JAK3 | 1650 | 4 | Gene | gene | JAK3
23823820 | @GENE_CCR1 | CCR1 | 1656 | 6 | Gene | gene | CCR1-3
23823820 | @GENE_CCR5 | CCR5 | 1664 | 6 | Gene | gene | CCR5-7
23823820 | @GENE_CCR8 | CCR8 | 1672 | 4 | Gene | gene | CCR8
23823820 | @DISEASE_Asthma | Asthma | 1773 | 6 | Disease | disease | asthma
23823820 | @DISEASE_Asthma | Asthma | 1971 | 6 | Disease | disease | asthma
23954656 | @DISEASE_Trauma_Nervous_System | Trauma Nervous System | 263 | 36 | Disease | disease | Trauma to the central nervous system
23954656 | @DISEASE_Inflammation | Inflammation | 328 | 12 | Disease | disease | inflammatory
23954656 | @DISEASE_Neuroinflammatory_Diseases | Neuroinflammatory Diseases | 575 | 17 | Disease | disease | neuroinflammatory
23954656 | @GENE_IL1A | IL1A | 1388 | 18 | Gene | gene | interleukin (IL)-1
23954656 | @GENE_IL4 | IL4 | 1408 | 4 | Gene | gene | IL-4
23954656 | @GENE_IL10 | IL10 | 1414 | 5 | Gene | gene | IL-10
23954656 | @GENE_IL15 | IL15 | 1421 | 5 | Gene | gene | IL-15
23954656 | @GENE_IFNG | IFNG | 1428 | 9 | Gene | gene | IFN-gamma
23954656 | @GENE_TNF | TNF | 1476 | 9 | Gene | gene | TNF-alpha
23954656 | @DISEASE_Neuroinflammatory_Diseases | Neuroinflammatory Diseases | 1598 | 17 | Disease | disease | neuroinflammation
24012995 | @CHEMICAL_linamarin | linamarin | 169 | 9 | Chemical | chemical | linamarin
24012995 | @CHEMICAL_lotaustralin | lotaustralin | 183 | 12 | Chemical | chemical | lotaustralin
24012995 | @CHEMICAL_linamarin | linamarin | 337 | 9 | Chemical | chemical | linamarin
24012995 | @CHEMICAL_lotaustralin | lotaustralin | 351 | 12 | Chemical | chemical | lotaustralin
24120239 | @GENE_CXCR4 | CXCR4 | 0 | 18 | Gene | gene | Chemokine receptor
24120239 | @GENE_CXCR4 | CXCR4 | 19 | 5 | Gene | gene | CXCR4
24120239 | @DISEASE_Gastrointestinal_Neoplasms | Gastrointestinal Neoplasms | 34 | 23 | Disease | disease | gastrointestinal cancer
24120239 | @GENE_CMPK1 | CMPK1 | 71 | 2 | Gene | gene | CK
24120239 | @GENE_CXCL12 | CXCL12 | 260 | 6 | Gene | gene | CXCL12
24120239 | @GENE_CXCL12 | CXCL12 | 268 | 29 | Gene | gene | stromal cell-derived factor-1
24120239 | @GENE_CXCL12 | CXCL12 | 299 | 5 | Gene | gene | SDF-1
24120239 | @GENE_CXCR4 | CXCR4 | 326 | 14 | Gene | gene | CXC receptor 4
24120239 | @GENE_CXCR4 | CXCR4 | 342 | 5 | Gene | gene | CXCR4
24120239 | @GENE_CXCR4 | CXCR4 | 349 | 5 | Gene | gene | CD184
24120239 | @GENE_CXCL12 | CXCL12 | 372 | 6 | Gene | gene | CXCL12
24120239 | @GENE_CXCR4 | CXCR4 | 382 | 5 | Gene | gene | CXCR4
24120239 | @CHEMICAL_Calcium | Calcium | 559 | 7 | Chemical | chemical | calcium
24120239 | @GENE_CXCR4 | CXCR4 | 592 | 5 | Gene | gene | CXCR4
24120239 | @DISEASE_Neoplasms | Neoplasms | 721 | 6 | Disease | disease | cancer
24120239 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 842 | 10 | Disease | disease | metastasis
24120239 | @DISEASE_Neoplasms | Neoplasms | 900 | 5 | Disease | disease | tumor
24120239 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 948 | 10 | Disease | disease | metastasis
24120239 | @DISEASE_Neoplasms | Neoplasms | 983 | 5 | Disease | disease | tumor
24120239 | @GENE_MAPK1 | MAPK1 | 1185 | 3 | Gene | gene | ERK
24120239 | @GENE_AKT1 | AKT1 | 1201 | 3 | Gene | gene | Akt
24120239 | @GENE_MTOR | MTOR | 1205 | 4 | Gene | gene | mTOR
24120239 | @DISEASE_Neoplasms | Neoplasms | 1342 | 6 | Disease | disease | cancer
24120239 | @DISEASE_Neoplasms | Neoplasms | 1386 | 5 | Disease | disease | tumor
24120239 | @DISEASE_Neoplasms | Neoplasms | 1520 | 5 | Disease | disease | tumor
24120239 | @GENE_CXCL12 | CXCL12 | 1624 | 6 | Gene | gene | CXCL12
24120239 | @GENE_CXCR4 | CXCR4 | 1657 | 5 | Gene | gene | CXCR4
24120239 | @DISEASE_Neoplasms | Neoplasms | 1682 | 6 | Disease | disease | cancer
24120239 | @GENE_CXCR4 | CXCR4 | 1787 | 5 | Gene | gene | CXCR4
24120239 | @GENE_CXCL12 | CXCL12 | 1797 | 5 | Gene | gene | SDF-1
24120239 | @DISEASE_Gastrointestinal_Neoplasms | Gastrointestinal Neoplasms | 1806 | 22 | Disease | disease | gastrointestinal tumor
24120239 | @DISEASE_Neoplasms | Neoplasms | 1910 | 5 | Disease | disease | tumor
24269868 | @CHEMICAL_linamarin | linamarin | 687 | 9 | Chemical | chemical | linamarin
24269868 | @CHEMICAL_lotaustralin | lotaustralin | 701 | 12 | Chemical | chemical | lotaustralin
24269868 | @CHEMICAL_linamarin | linamarin | 991 | 9 | Chemical | chemical | linamarin
24269868 | @CHEMICAL_lotaustralin | lotaustralin | 1005 | 12 | Chemical | chemical | lotaustralin
24269868 | @CHEMICAL_Deuterium | Deuterium | 1078 | 4 | Chemical | chemical | (2)H
24269868 | @CHEMICAL_Carbon_13 | Carbon-13 | 1106 | 5 | Chemical | chemical | (13)C
24269868 | @CHEMICAL_Glucose | Glucose | 1120 | 7 | Chemical | chemical | glucose
24269868 | @CHEMICAL_Carbon_14 | Carbon-14 | 1167 | 5 | Chemical | chemical | (14)C
24269868 | @CHEMICAL_Glucose | Glucose | 1199 | 7 | Chemical | chemical | glucose
24710357 | @GENE_OSM | OSM | 0 | 12 | Gene | gene | Oncostatin M
24710357 | @GENE_STAT3 | STAT3 | 22 | 5 | Gene | gene | STAT3
24710357 | @GENE_OSM | OSM | 180 | 12 | Gene | gene | Oncostatin M
24710357 | @GENE_IL6ST | IL6ST | 330 | 5 | Gene | gene | gp130
24710357 | @GENE_LIFR | LIFR | 340 | 4 | Gene | gene | LIFR
24710357 | @GENE_OSMR | OSMR | 352 | 9 | Gene | gene | OSMR-beta
24710357 | @GENE_IL6ST | IL6ST | 366 | 5 | Gene | gene | gp130
24710357 | @DISEASE_Inflammation | Inflammation | 482 | 23 | Disease | disease | intestinal inflammation
24710357 | @GENE_CASP3 | CASP3 | 758 | 12 | Gene | gene | caspases-3/7
24710357 | @CHEMICAL_Tetrazolium_Salts | Tetrazolium Salts | 855 | 11 | Chemical | chemical | tetrazolium
24710357 | @GENE_IL6ST | IL6ST | 980 | 5 | Gene | gene | gp130
24710357 | @GENE_OSMR | OSMR | 990 | 9 | Gene | gene | OSMR-beta
24710357 | @GENE_LIFR | LIFR | 1050 | 4 | Gene | gene | LIFR
24710357 | @GENE_STAT1 | STAT1 | 1107 | 5 | Gene | gene | STAT1
24710357 | @GENE_STAT3 | STAT3 | 1114 | 5 | Gene | gene | STAT3
24710357 | @GENE_MAPK3 | MAPK3 | 1121 | 7 | Gene | gene | ERK-1/2
24710357 | @GENE_MAPK9 | MAPK9 | 1130 | 4 | Gene | gene | SAPK
24710357 | @GENE_MAPK8 | MAPK8 | 1135 | 7 | Gene | gene | JNK-1/2
24710357 | @GENE_AKT1 | AKT1 | 1148 | 3 | Gene | gene | Akt
24710357 | @GENE_STAT3 | STAT3 | 1548 | 5 | Gene | gene | STAT3
24710357 | @GENE_MAP2K1 | MAP2K1 | 1559 | 4 | Gene | gene | MEK1
24710357 | @DISEASE_Inflammatory_Bowel_Diseases | Inflammatory Bowel Diseases | 1725 | 26 | Disease | disease | inflammatory bowel disease
24710357 | @DISEASE_Inflammatory_Bowel_Diseases | Inflammatory Bowel Diseases | 1753 | 3 | Disease | disease | IBD
24710357 | @GENE_STAT3 | STAT3 | 1785 | 5 | Gene | gene | STAT3
24710357 | @DISEASE_Inflammatory_Bowel_Diseases | Inflammatory Bowel Diseases | 1963 | 3 | Disease | disease | IBD
24710357 | @DISEASE_Inflammation | Inflammation | 2036 | 23 | Disease | disease | intestinal inflammation
24710357 | @DISEASE_Inflammation | Inflammation | 2137 | 23 | Disease | disease | intestinal inflammation
24710357 | @DISEASE_Inflammatory_Bowel_Diseases | Inflammatory Bowel Diseases | 2206 | 3 | Disease | disease | IBD
24906993 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 27 | 3 | Chemical | chemical | LPS
24906993 | @DISEASE_Inflammation | Inflammation | 222 | 12 | Disease | disease | inflammatory
24906993 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 436 | 18 | Chemical | chemical | lipopolysaccharide
24906993 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 456 | 3 | Chemical | chemical | LPS
24906993 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 526 | 3 | Chemical | chemical | LPS
24906993 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 531 | 3 | Chemical | chemical | LPS
24906993 | @DISEASE_Systemic_Inflammatory_Response_Syndrome | Systemic Inflammatory Response Syndrome | 939 | 21 | Disease | disease | inflammatory response
24906993 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 1092 | 3 | Chemical | chemical | LPS
24906993 | @DISEASE_Inflammation | Inflammation | 1108 | 12 | Disease | disease | inflammatory
