38449806 | @GENE_CCR5 | Ccr5 | 0 | 4 | Gene | gene | CCR5
37586220 | @DISEASE_Atherosclerosis | Atherosclerosis | 1107 | 15 | Disease | disease | atherosclerotic
37586220 | @GENE_PIAS3 | Pias3 | 1241 | 5 | Gene | gene | Pias3
37586220 | @GENE_MYH11 | Myh11 | 1305 | 21 | Gene | gene | myosin heavy chain 11
37586220 | @GENE_CNN1 | Cnn1 | 1328 | 10 | Gene | gene | calponin 1
37586220 | @GENE_VIM | Vim | 1391 | 8 | Gene | gene | vimentin
37586220 | @GENE_PIAS3 | Pias3 | 1416 | 5 | Gene | gene | Pias3
37586220 | @GENE_PIAS3 | Pias3 | 1558 | 5 | Gene | gene | Pias3
37586220 | @GENE_VIM | Vim | 1607 | 8 | Gene | gene | vimentin
37586220 | @GENE_VIM | Vim | 1684 | 8 | Gene | gene | vimentin
37586220 | @GENE_PIAS3 | Pias3 | 1760 | 5 | Gene | gene | Pias3
37586220 | @GENE_VIM | Vim | 1817 | 8 | Gene | gene | vimentin
37586220 | @GENE_PIAS3 | Pias3 | 1897 | 5 | Gene | gene | Pias3
37586220 | @DISEASE_Atherosclerosis | Atherosclerosis | 1920 | 15 | Disease | disease | atherosclerosis
37586220 | @GENE_VIM | Vim | 2003 | 8 | Gene | gene | vimentin
38082192 | @DISEASE_Neoplasms | Neoplasms | 16 | 5 | Disease | disease | tumor
38082192 | @GENE_PIAS3 | Pias3 | 33 | 5 | Gene | gene | PIAS3
38082192 | @CHEMICAL_honokiol | honokiol | 42 | 8 | Chemical | chemical | Honokiol
38082192 | @DISEASE_Neoplasms | Neoplasms | 60 | 5 | Disease | disease | tumor
38082192 | @GENE_STAT3 | Stat3 | 109 | 5 | Gene | gene | STAT3
38082192 | @CHEMICAL_honokiol | honokiol | 165 | 8 | Chemical | chemical | Honokiol
38082192 | @DISEASE_Neoplasms | Neoplasms | 228 | 7 | Disease | disease | cancers
38082192 | @CHEMICAL_honokiol | honokiol | 331 | 8 | Chemical | chemical | honokiol
38082192 | @DISEASE_Neoplasms | Neoplasms | 375 | 5 | Disease | disease | tumor
38082192 | @GENE_PIAS3 | Pias3 | 448 | 5 | Gene | gene | PIAS3
38082192 | @GENE_PIAS3 | Pias3 | 455 | 5 | Gene | gene | PIAS3
38082192 | @GENE_STAT3 | Stat3 | 508 | 5 | Gene | gene | STAT3
38082192 | @CHEMICAL_honokiol | honokiol | 567 | 8 | Chemical | chemical | Honokiol
38082192 | @CHEMICAL_honokiol | honokiol | 621 | 8 | Chemical | chemical | honokiol
38082192 | @GENE_PIAS3 | Pias3 | 642 | 5 | Gene | gene | PIAS3
38082192 | @GENE_STAT3 | Stat3 | 682 | 5 | Gene | gene | STAT3
38082192 | @CHEMICAL_honokiol | honokiol | 757 | 8 | Chemical | chemical | Honokiol
38082192 | @DISEASE_Neoplasms | Neoplasms | 797 | 5 | Disease | disease | tumor
38082192 | @CHEMICAL_honokiol | honokiol | 889 | 8 | Chemical | chemical | Honokiol
38082192 | @GENE_PIAS3 | Pias3 | 909 | 5 | Gene | gene | PIAS3
38082192 | @GENE_STAT3 | Stat3 | 962 | 5 | Gene | gene | STAT3
38082192 | @GENE_STAT3 | Stat3 | 997 | 5 | Gene | gene | STAT3
38082192 | @GENE_STAT1 | Stat1 | 1017 | 5 | Gene | gene | STAT1
38082192 | @GENE_PIAS3 | Pias3 | 1040 | 5 | Gene | gene | PIAS3
38082192 | @DISEASE_Neoplasms | Neoplasms | 1078 | 5 | Disease | disease | tumor
38082192 | @GENE_STAT3 | Stat3 | 1098 | 5 | Gene | gene | STAT3
38082192 | @GENE_PIAS3 | Pias3 | 1201 | 5 | Gene | gene | PIAS3
38082192 | @GENE_STAT3 | Stat3 | 1207 | 5 | Gene | gene | STAT3
38082192 | @CHEMICAL_honokiol | honokiol | 1251 | 8 | Chemical | chemical | Honokiol
38082192 | @DISEASE_Neoplasms | Neoplasms | 1268 | 5 | Disease | disease | tumor
38082192 | @CHEMICAL_honokiol | honokiol | 1290 | 8 | Chemical | chemical | Honokiol
38082192 | @DISEASE_Neoplasms | Neoplasms | 1382 | 6 | Disease | disease | tumors
38082192 | @GENE_PIAS3 | Pias3 | 1394 | 5 | Gene | gene | PIAS3
38082192 | @CHEMICAL_honokiol | honokiol | 1484 | 8 | Chemical | chemical | Honokiol
38082192 | @GENE_PIAS3 | Pias3 | 1505 | 5 | Gene | gene | PIAS3
38082192 | @GENE_STAT3 | Stat3 | 1545 | 5 | Gene | gene | STAT3
38082192 | @DISEASE_Neoplasms | Neoplasms | 1611 | 5 | Disease | disease | tumor
15123625 | @GENE_PPARG | PPARG | 28 | 48 | Gene | gene | peroxisome proliferator-activated receptor gamma
15123625 | @GENE_SUMO1 | SUMO1 | 93 | 6 | Gene | gene | SUMO-1
15123625 | @GENE_SUMO1 | SUMO1 | 171 | 6 | Gene | gene | SUMO-1
15123625 | @GENE_PPARG | PPARG | 264 | 55 | Gene | gene | peroxisome proliferator-activated receptor (PPAR) gamma
15123625 | @GENE_SUMO1 | SUMO1 | 382 | 6 | Gene | gene | SUMO-1
15123625 | @GENE_PPARG | PPARG | 405 | 9 | Gene | gene | PPARgamma
15123625 | @GENE_PIAS1 | PIAS1 | 542 | 5 | Gene | gene | PIAS1
15123625 | @GENE_PIAS2 | PIAS2 | 552 | 9 | Gene | gene | PIASxbeta
15123625 | @GENE_PPARG | PPARG | 628 | 9 | Gene | gene | PPARgamma
15123625 | @GENE_PPARG | PPARG | 639 | 9 | Gene | gene | PPARgamma
15123625 | @GENE_PIAS2 | PIAS2 | 673 | 9 | Gene | gene | PIASxbeta
15123625 | @GENE_PPARG | PPARG | 732 | 9 | Gene | gene | PPARgamma
15123625 | @GENE_PPARG | PPARG | 810 | 9 | Gene | gene | PPARgamma
15123625 | @GENE_SUMO1 | SUMO1 | 823 | 6 | Gene | gene | SUMO-1
15123625 | @GENE_PIAS2 | PIAS2 | 885 | 9 | Gene | gene | PIASxbeta
15123625 | @GENE_UBE2I | UBE2I | 899 | 4 | Gene | gene | Ubc9
15123625 | @GENE_PPARG | PPARG | 944 | 9 | Gene | gene | PPARgamma
15123625 | @GENE_PPARG | PPARG | 969 | 9 | Gene | gene | PPARgamma
15123625 | @GENE_PPARG | PPARG | 1005 | 9 | Gene | gene | PPARgamma
15123625 | @DISEASE_Hepatoblastoma | Hepatoblastoma | 1051 | 14 | Disease | disease | hepatoblastoma
15123625 | @GENE_PPARG | PPARG | 1158 | 9 | Gene | gene | PPARgamma
15123625 | @GENE_PPARG | PPARG | 1200 | 9 | Gene | gene | PPARgamma
15123625 | @GENE_SUMO1 | SUMO1 | 1269 | 6 | Gene | gene | SUMO-1
15123625 | @DISEASE_Neoplasms | Neoplasms | 1356 | 6 | Disease | disease | cancer
15713642 | @GENE_DDX20 | DDX20 | 21 | 5 | Gene | gene | DP103
15713642 | @GENE_DDX20 | DDX20 | 28 | 5 | Gene | gene | Ddx20
15713642 | @GENE_DDX20 | DDX20 | 37 | 7 | Gene | gene | Gemin-3
15713642 | @GENE_NR5A1 | NR5A1 | 296 | 22 | Gene | gene | steroidogenic factor 1
15713642 | @GENE_NR5A1 | NR5A1 | 320 | 4 | Gene | gene | SF-1
15713642 | @GENE_SENP1 | SENP1 | 518 | 5 | Gene | gene | SENP1
15713642 | @GENE_LGALS4 | LGALS4 | 563 | 4 | Gene | gene | Gal4
15713642 | @GENE_NR5A1 | NR5A1 | 648 | 4 | Gene | gene | SF-1
15713642 | @GENE_NR0B1 | NR0B1 | 760 | 4 | Gene | gene | Dax1
15713642 | @GENE_DDX20 | DDX20 | 874 | 5 | Gene | gene | DP103
15713642 | @GENE_NR5A1 | NR5A1 | 896 | 4 | Gene | gene | SF-1
15713642 | @GENE_PIAS4 | PIAS4 | 942 | 5 | Gene | gene | PIASy
15713642 | @GENE_PIAS2 | PIAS2 | 952 | 10 | Gene | gene | PIASxalpha
15713642 | @GENE_NR5A1 | NR5A1 | 981 | 4 | Gene | gene | SF-1
15713642 | @GENE_DDX20 | DDX20 | 1015 | 5 | Gene | gene | DP103
15713642 | @GENE_NR5A1 | NR5A1 | 1075 | 4 | Gene | gene | SF-1
15956336 | @GENE_FSHB | Fshb | 785 | 3 | Gene | gene | FSH
15956336 | @CHEMICAL_Testosterone | Testosterone | 815 | 12 | Chemical | chemical | testosterone
22745796 | @GENE_NANOG | NANOG | 22 | 5 | Gene | gene | Nanog
22745796 | @GENE_POU5F1 | POU5F1 | 76 | 4 | Gene | gene | Oct4
22745796 | @GENE_SOX2 | SOX2 | 85 | 4 | Gene | gene | Sox2
22745796 | @GENE_NANOG | NANOG | 91 | 5 | Gene | gene | Nanog
22745796 | @GENE_POU5F1 | POU5F1 | 325 | 4 | Gene | gene | Oct4
22745796 | @GENE_SOX2 | SOX2 | 334 | 4 | Gene | gene | Sox2
22745796 | @GENE_NANOG | NANOG | 340 | 5 | Gene | gene | Nanog
22745796 | @GENE_POU5F1 | POU5F1 | 371 | 4 | Gene | gene | Oct4
22745796 | @GENE_SOX2 | SOX2 | 376 | 4 | Gene | gene | Sox2
22745796 | @GENE_NANOG | NANOG | 440 | 5 | Gene | gene | Nanog
22745796 | @GENE_NANOG | NANOG | 527 | 5 | Gene | gene | Nanog
22745796 | @GENE_SUMO1 | SUMO1 | 558 | 5 | Gene | gene | Sumo1
22745796 | @GENE_UBE2I | UBE2I | 590 | 4 | Gene | gene | Ubc9
22745796 | @GENE_NANOG | NANOG | 623 | 5 | Gene | gene | Nanog
22745796 | @GENE_POU5F1 | POU5F1 | 721 | 4 | Gene | gene | Oct4
22745796 | @GENE_SOX2 | SOX2 | 730 | 4 | Gene | gene | Sox2
22745796 | @GENE_NANOG | NANOG | 745 | 5 | Gene | gene | Nanog
22745796 | @GENE_POU5F1 | POU5F1 | 789 | 4 | Gene | gene | Oct4
22745796 | @GENE_NANOG | NANOG | 803 | 5 | Gene | gene | Nanog
22745796 | @GENE_SOX2 | SOX2 | 838 | 4 | Gene | gene | Sox2
22745796 | @GENE_POU5F1 | POU5F1 | 894 | 4 | Gene | gene | Oct4
22745796 | @GENE_PIAS2 | PIAS2 | 902 | 5 | Gene | gene | Pias2
22745796 | @GENE_SOX2 | SOX2 | 911 | 4 | Gene | gene | Sox2
22745796 | @GENE_PIAS3 | PIAS3 | 919 | 5 | Gene | gene | Pias3
22745796 | @GENE_POU5F1 | POU5F1 | 958 | 4 | Gene | gene | Oct4
22745796 | @GENE_SOX2 | SOX2 | 967 | 4 | Gene | gene | Sox2
22745796 | @GENE_NANOG | NANOG | 1054 | 5 | Gene | gene | Nanog
22824807 | @GENE_POLD2 | POLD2 | 18 | 5 | Gene | gene | Pold2
22824807 | @GENE_STAT2 | STAT2 | 101 | 5 | Gene | gene | STAT2
22824807 | @GENE_POLD2 | Pold2 | 108 | 5 | Gene | gene | Pold2
22824807 | @GENE_PIAS2 | Pias2 | 325 | 5 | Gene | gene | PIAS2
22824807 | @GENE_POLD2 | Pold2 | 342 | 5 | Gene | gene | Pold2
22824807 | @GENE_PIAS2 | Pias2 | 375 | 5 | Gene | gene | PIAS2
22824807 | @GENE_POLD2 | Pold2 | 411 | 5 | Gene | gene | Pold2
22824807 | @GENE_PIAS2 | Pias2 | 421 | 5 | Gene | gene | PIAS2
22824807 | @GENE_POLD2 | POLD2 | 489 | 5 | Gene | gene | Pold2
22824807 | @GENE_PIAS2 | PIAS2 | 512 | 5 | Gene | gene | PIAS2
22824807 | @GENE_POLD2 | POLD2 | 629 | 5 | Gene | gene | Pold2
22824807 | @GENE_PIAS2 | PIAS2 | 639 | 5 | Gene | gene | PIAS2
22824807 | @GENE_POLD2 | Pold2 | 732 | 5 | Gene | gene | Pold2
22824807 | @GENE_PIAS2 | PIAS2 | 784 | 5 | Gene | gene | PIAS2
25434787 | @GENE_PIAS2 | PIAS2 | 234 | 5 | Gene | gene | PIAS2
25434787 | @GENE_CBLL2 | CBLL2 | 372 | 19 | Gene | gene | E3 ubiquitin ligase
25434787 | @GENE_PIAS2 | PIAS2 | 475 | 5 | Gene | gene | PIAS2
25434787 | @GENE_PIAS2 | PIAS2 | 604 | 5 | Gene | gene | PIAS2
25434787 | @GENE_PIAS2 | PIAS2 | 659 | 5 | Gene | gene | PIAS2
25434787 | @GENE_UXT | UXT | 704 | 3 | Gene | gene | UXT
25434787 | @GENE_UXT | Uxt | 710 | 3 | Gene | gene | UXT
25434787 | @GENE_AR | AR | 904 | 17 | Gene | gene | androgen receptor
25434787 | @GENE_AR | AR | 923 | 2 | Gene | gene | AR
25434787 | @GENE_PIAS2 | PIAS2 | 957 | 5 | Gene | gene | PIAS2
25434787 | @GENE_UXT | Uxt | 967 | 3 | Gene | gene | UXT
25434787 | @GENE_UXT | Uxt | 1062 | 3 | Gene | gene | UXT
25434787 | @GENE_PIAS2 | PIAS2 | 1071 | 5 | Gene | gene | PIAS2
25434787 | @GENE_PIAS2 | PIAS2 | 1140 | 5 | Gene | gene | PIAS2
25434787 | @GENE_UXT | UXT | 1150 | 3 | Gene | gene | UXT
25434787 | @DISEASE_Uterine_Cervical_Neoplasms | Uterine Cervical Neoplasms | 1220 | 18 | Disease | disease | cervical carcinoma
25434787 | @GENE_UXT | Uxt | 1299 | 3 | Gene | gene | UXT
25434787 | @GENE_PIAS2 | PIAS2 | 1327 | 5 | Gene | gene | PIAS2
25434787 | @GENE_PIAS2 | PIAS2 | 1358 | 5 | Gene | gene | PIAS2
25434787 | @GENE_UXT | UXT | 1368 | 3 | Gene | gene | UXT
25434787 | @GENE_AR | AR | 1427 | 2 | Gene | gene | AR
26175529 | @GENE_ZBTB17 | Zbtb17 | 0 | 6 | Gene | gene | ZBTB17
26175529 | @GENE_ZBTB17 | Zbtb17 | 8 | 4 | Gene | gene | MIZ1
26175529 | @DISEASE_Cardiomyopathies | Cardiomyopathies | 90 | 14 | Disease | disease | Cardiomyopathy
26175529 | @DISEASE_Heart_Failure | Heart Failure | 109 | 13 | Disease | disease | Heart Failure
26175529 | @DISEASE_Neoplastic_Syndromes_Hereditary | Neoplastic Syndromes Hereditary | 207 | 27 | Disease | disease | hereditary cardiomyopathies
26175529 | @DISEASE_Genetic_Diseases_Inborn | Genetic Diseases Inborn | 287 | 15 | Disease | disease | genetic defects
26175529 | @DISEASE_Cardiomyopathies | Cardiomyopathies | 400 | 14 | Disease | disease | cardiomyopathy
26175529 | @GENE_ZBTB17 | Zbtb17 | 513 | 6 | Gene | gene | ZBTB17
26175529 | @GENE_ZBTB17 | Zbtb17 | 553 | 6 | Gene | gene | ZBTB17
26175529 | @VARIANT_c._3+222G>A_ZBTB17_human | rs10927875 | 629 | 10 | Variant | variant | rs10927875
26175529 | @DISEASE_Cardiomyopathies | Cardiomyopathies | 664 | 14 | Disease | disease | cardiomyopathy
26175529 | @GENE_ZBTB17 | Zbtb17 | 686 | 6 | Gene | gene | ZBTB17
26175529 | @GENE_ZBTB17 | Zbtb17 | 818 | 6 | Gene | gene | Zbtb17
26175529 | @DISEASE_Cardiomyopathies | Cardiomyopathies | 841 | 14 | Disease | disease | cardiomyopathy
26175529 | @DISEASE_Fibrosis | Fibrosis | 860 | 8 | Disease | disease | fibrosis
26175529 | @GENE_ZBTB17 | Zbtb17 | 897 | 6 | Gene | gene | ZBTB17
26175529 | @DISEASE_Cardiomegaly | Cardiomegaly | 919 | 27 | Disease | disease | cardiac myocyte hypertrophy
26175529 | @GENE_ZBTB17 | Zbtb17 | 1046 | 6 | Gene | gene | ZBTB17
26175529 | @DISEASE_Cardiomyopathies | Cardiomyopathies | 1122 | 14 | Disease | disease | cardiomyopathy
26390157 | @GENE_TRBV20OR9_2 | TRBV20OR9-2 | 0 | 3 | Gene | gene | TCR
26390157 | @GENE_PRKCQ | Prkcq | 38 | 9 | Gene | gene | PKC-theta
26390157 | @GENE_TRBV20OR9_2 | TRBV20OR9-2 | 214 | 3 | Gene | gene | TCR
26390157 | @GENE_PRKCQ | Prkcq | 261 | 9 | Gene | gene | PKC-theta
26390157 | @GENE_TRBV20OR9_2 | TRBV20OR9-2 | 329 | 3 | Gene | gene | TCR
26390157 | @GENE_CD28 | CD28 | 353 | 4 | Gene | gene | CD28
26390157 | @GENE_PIAS2 | Pias2 | 449 | 9 | Gene | gene | PIASxbeta
26390157 | @GENE_PRKCQ | Prkcq | 475 | 9 | Gene | gene | PKC-theta
26390157 | @GENE_PRKCQ | Prkcq | 559 | 9 | Gene | gene | PKC-theta
26390157 | @GENE_PRKCQ | Prkcq | 661 | 9 | Gene | gene | PKC-theta
26390157 | @GENE_CD28 | CD28 | 704 | 4 | Gene | gene | CD28
26390157 | @GENE_PRKCQ | Prkcq | 714 | 9 | Gene | gene | PKC-theta
26390157 | @GENE_FLNA | FLNA | 728 | 9 | Gene | gene | filamin A
26390157 | @GENE_PRKCQ | Prkcq | 829 | 9 | Gene | gene | PKC-theta
26390157 | @GENE_CD28 | CD28 | 843 | 4 | Gene | gene | CD28
26390157 | @GENE_TRBV20OR9_2 | TRBV20OR9-2 | 900 | 3 | Gene | gene | TCR
26390157 | @GENE_PRKCQ | Prkcq | 947 | 9 | Gene | gene | PKC-theta
30232347 | @CHEMICAL_Hydrogen | Hydrogen | 10 | 8 | Chemical | chemical | hydrogen
30232347 | @DISEASE_Reperfusion_Injury | Reperfusion Injury | 36 | 27 | Disease | disease | ischemia-reperfusion injury
30232347 | @GENE_HMOX1 | Hmox1 | 108 | 4 | Gene | gene | HO-1
30232347 | @GENE_SIRT1 | Sirt1 | 117 | 5 | Gene | gene | Sirt1
30232347 | @DISEASE_Fatty_Liver | Fatty Liver | 135 | 11 | Disease | disease | Fatty liver
30232347 | @DISEASE_Reperfusion_Injury | Reperfusion Injury | 175 | 33 | Disease | disease | ischemia-reperfusion (I/R) injury
30232347 | @DISEASE_Liver_Failure | Liver Failure | 285 | 12 | Disease | disease | liver injury
30232347 | @DISEASE_Fatty_Liver | Fatty Liver | 315 | 11 | Disease | disease | fatty liver
30232347 | @CHEMICAL_Hydrogen | Hydrogen | 365 | 8 | Chemical | chemical | hydrogen
30232347 | @CHEMICAL_Hydrogen | Hydrogen | 375 | 2 | Chemical | chemical | H2
30232347 | @CHEMICAL_Sodium_Chloride | Sodium Chloride | 379 | 6 | Chemical | chemical | saline
30232347 | @DISEASE_Reperfusion_Injury | Reperfusion Injury | 389 | 16 | Disease | disease | I/R liver injury
30232347 | @CHEMICAL_Methionine | Methionine | 411 | 10 | Chemical | chemical | methionine
30232347 | @CHEMICAL_Choline | Choline | 426 | 7 | Chemical | chemical | choline
30232347 | @DISEASE_Fatty_Liver | Fatty Liver | 479 | 11 | Disease | disease | fatty liver
30232347 | @CHEMICAL_Sodium_Chloride | Sodium Chloride | 504 | 6 | Chemical | chemical | Saline
30232347 | @CHEMICAL_Hydrogen | Hydrogen | 528 | 2 | Chemical | chemical | H2
30232347 | @DISEASE_Fatty_Liver | Fatty Liver | 674 | 11 | Disease | disease | fatty liver
30232347 | @DISEASE_Hypoxia | Hypoxia | 703 | 7 | Disease | disease | hypoxia
30232347 | @CHEMICAL_Hydrogen | Hydrogen | 828 | 8 | Chemical | chemical | hydrogen
30232347 | @GENE_TMPRSS11D | Tmprss11d | 886 | 3 | Gene | gene | AST
30232347 | @GENE_GPT | Gpt | 894 | 3 | Gene | gene | ALT
30232347 | @CHEMICAL_Hydrogen | Hydrogen | 1160 | 2 | Chemical | chemical | H2
30232347 | @DISEASE_Reperfusion_Injury | Reperfusion Injury | 1211 | 10 | Disease | disease | I/R injury
30232347 | @DISEASE_Fatty_Liver | Fatty Liver | 1225 | 11 | Disease | disease | fatty liver
30232347 | @GENE_BCL2 | Bcl2 | 1266 | 5 | Gene | gene | Bcl-2
30232347 | @GENE_HMOX1 | Hmox1 | 1273 | 4 | Gene | gene | HO-1
30232347 | @GENE_SIRT1 | Sirt1 | 1283 | 5 | Gene | gene | Sirt1
30232347 | @CHEMICAL_Hydrogen | Hydrogen | 1323 | 8 | Chemical | chemical | hydrogen
30232347 | @GENE_BAX | Bax | 1380 | 3 | Gene | gene | Bax
30232347 | @GENE_TRP53_PS | Trp53-ps | 1404 | 3 | Gene | gene | p53
30232347 | @CHEMICAL_Hydrogen | Hydrogen | 1427 | 8 | Chemical | chemical | hydrogen
30232347 | @CHEMICAL_Hydrogen | Hydrogen | 1473 | 2 | Chemical | chemical | H2
30232347 | @DISEASE_Reperfusion_Injury | Reperfusion Injury | 1498 | 16 | Disease | disease | I/R liver injury
30232347 | @DISEASE_Fatty_Liver | Fatty Liver | 1520 | 11 | Disease | disease | fatty liver
30232347 | @GENE_HMOX1 | Hmox1 | 1646 | 4 | Gene | gene | HO-1
30232347 | @GENE_SIRT1 | Sirt1 | 1655 | 5 | Gene | gene | Sirt1
30232347 | @CHEMICAL_Hydrogen | Hydrogen | 1704 | 2 | Chemical | chemical | H2
30232347 | @CHEMICAL_Sodium_Chloride | Sodium Chloride | 1707 | 6 | Chemical | chemical | saline
30232347 | @DISEASE_Fatty_Liver | Fatty Liver | 1830 | 11 | Disease | disease | fatty liver
30420889 | @GENE_MYC | Myc | 4 | 3 | Gene | gene | Myc
30420889 | @GENE_FLT3 | Flt3 | 47 | 4 | Gene | gene | Flt3
30420889 | @GENE_FLT3 | Flt3 | 93 | 4 | Gene | gene | Flt3
30420889 | @DISEASE_Myeloproliferative_Disorders | Myeloproliferative Disorders | 110 | 26 | Disease | disease | Myeloproliferative Disease
30420889 | @DISEASE_Leukemia_Myeloid_Acute | Leukemia Myeloid Acute | 138 | 22 | Disease | disease | Acute myeloid leukemia
30420889 | @DISEASE_Leukemia_Myeloid_Acute | Leukemia Myeloid Acute | 162 | 3 | Disease | disease | AML
30420889 | @GENE_FLT3 | Flt3 | 225 | 4 | Gene | gene | FLT3
30420889 | @GENE_MYC | Myc | 375 | 3 | Gene | gene | Myc
30420889 | @DISEASE_601308 | 601308 | 404 | 16 | Disease | disease | tumor suppressor
30420889 | @GENE_MYC | Myc | 595 | 3 | Gene | gene | Myc
30420889 | @GENE_FLT3 | Flt3 | 698 | 4 | Gene | gene | Flt3
30420889 | @DISEASE_Myeloproliferative_Disorders | Myeloproliferative Disorders | 715 | 18 | Disease | disease | myeloproliferative
30420889 | @GENE_MYC | Myc | 785 | 3 | Gene | gene | Myc
30420889 | @GENE_FLT3 | Flt3 | 817 | 4 | Gene | gene | Flt3
30420889 | @GENE_MYCN | Mycn | 860 | 4 | Gene | gene | Mycn
30420889 | @DISEASE_601308 | 601308 | 1019 | 16 | Disease | disease | tumor suppressor
30420889 | @GENE_MXD1 | Mxd1 | 1058 | 4 | Gene | gene | Mxd1
30420889 | @GENE_MXD4 | Mxd4 | 1074 | 4 | Gene | gene | Mxd4
30420889 | @GENE_MNT | Mnt | 1162 | 3 | Gene | gene | Mnt
30420889 | @GENE_PIAS2 | Pias2 | 1200 | 5 | Gene | gene | Miz-1
30420889 | @GENE_SLAMF1 | Slamf1 | 1207 | 8 | Gene | gene | LSKCD150
30420889 | @GENE_CD48 | Cd48 | 1216 | 4 | Gene | gene | CD48
30420889 | @GENE_FLT3 | Flt3 | 1278 | 4 | Gene | gene | Flt3
30420889 | @GENE_FLT3 | Flt3 | 1377 | 4 | Gene | gene | Flt3
30420889 | @GENE_MYC | Myc | 1454 | 3 | Gene | gene | Myc
30420889 | @GENE_MXD1 | Mxd1 | 1470 | 4 | Gene | gene | Mxd1
30420889 | @GENE_MXD4 | Mxd4 | 1486 | 4 | Gene | gene | Mxd4
30420889 | @GENE_FLT3 | Flt3 | 1577 | 4 | Gene | gene | Flt3
30420889 | @GENE_MYC | Myc | 1668 | 3 | Gene | gene | Myc
30420889 | @DISEASE_Leukemia_Myeloid_Acute | Leukemia Myeloid Acute | 1696 | 3 | Disease | disease | AML
31273062 | @GENE_ZBTB17 | Zbtb17 | 16 | 5 | Gene | gene | Miz-1
31273062 | @CHEMICAL_Cytarabine | Cytarabine | 55 | 10 | Chemical | chemical | Cytarabine
31273062 | @DISEASE_Leukemia_Biphenotypic_Acute | Leukemia Biphenotypic Acute | 79 | 12 | Disease | disease | T- and B-ALL
31273062 | @DISEASE_Lymphoma | Lymphoma | 92 | 8 | Disease | disease | Lymphoma
31273062 | @DISEASE_Precursor_Cell_Lymphoblastic_Leukemia_Lymphoma | Precursor Cell Lymphoblastic Leukemia-Lymphoma | 115 | 28 | Disease | disease | Acute lymphoblastic leukemia
31273062 | @DISEASE_Hematologic_Neoplasms | Hematologic Neoplasms | 167 | 12 | Disease | disease | blood cancer
31273062 | @GENE_MYC | Myc | 391 | 3 | Gene | gene | MYC
31273062 | @DISEASE_Neoplasms | Neoplasms | 466 | 7 | Disease | disease | cancers
31273062 | @DISEASE_Leukemia | Leukemia | 484 | 8 | Disease | disease | leukemia
31273062 | @GENE_ZBTB17 | Zbtb17 | 599 | 6 | Gene | gene | Zbtb17
31273062 | @GENE_ZBTB17 | Zbtb17 | 607 | 5 | Gene | gene | Miz-1
31273062 | @DISEASE_Leukemia_Biphenotypic_Acute | Leukemia Biphenotypic Acute | 669 | 12 | Disease | disease | T- and B-ALL
31273062 | @DISEASE_Lymphoma | Lymphoma | 682 | 8 | Disease | disease | lymphoma
31273062 | @DISEASE_Leukemia | Leukemia | 768 | 8 | Disease | disease | Leukemic
31273062 | @CHEMICAL_Cytarabine | Cytarabine | 917 | 10 | Chemical | chemical | cytarabine
31273062 | @GENE_ZBTB17 | Zbtb17 | 951 | 5 | Gene | gene | Miz-1
31273062 | @CHEMICAL_Cytarabine | Cytarabine | 991 | 10 | Chemical | chemical | cytarabine
31273062 | @DISEASE_Leukemia | Leukemia | 1087 | 8 | Disease | disease | leukemia
31273062 | @DISEASE_Neoplasms | Neoplasms | 1129 | 5 | Disease | disease | tumor
31273062 | @DISEASE_Leukemia | Leukemia | 1180 | 8 | Disease | disease | leukemic
31273062 | @GENE_ZBTB17 | Zbtb17 | 1238 | 5 | Gene | gene | MIZ-1
31273062 | @GENE_ZBTB17 | Zbtb17 | 1380 | 5 | Gene | gene | Miz-1
31273062 | @DISEASE_Lymphoma_B_Cell | Lymphoma B-Cell | 1451 | 37 | Disease | disease | T- and B-cell leukemias and lymphomas
31468277 | @DISEASE_Eales_disease | Eales disease | 26 | 27 | Disease | disease | obliterative airway disease
31468277 | @DISEASE_Bronchiolitis_Obliterans_Syndrome | Bronchiolitis Obliterans Syndrome | 74 | 33 | Disease | disease | Bronchiolitis obliterans syndrome
31468277 | @DISEASE_Inflammation | Inflammation | 129 | 19 | Disease | disease | airway inflammation
31468277 | @DISEASE_Death | Death | 171 | 5 | Disease | disease | death
31468277 | @CHEMICAL_Hydrogen | Hydrogen | 253 | 8 | Chemical | chemical | hydrogen
31468277 | @DISEASE_Reperfusion_Injury | Reperfusion Injury | 291 | 27 | Disease | disease | ischemia-reperfusion injury
31468277 | @DISEASE_Inflammation | Inflammation | 328 | 12 | Disease | disease | inflammatory
31468277 | @CHEMICAL_Hydrogen | Hydrogen | 402 | 8 | Chemical | chemical | hydrogen
31468277 | @CHEMICAL_Water | Water | 421 | 5 | Chemical | chemical | water
31468277 | @DISEASE_Eales_disease | Eales disease | 515 | 27 | Disease | disease | obliterative airway disease
31468277 | @DISEASE_Eales_disease | Eales disease | 552 | 27 | Disease | disease | Obliterative airway disease
31468277 | @CHEMICAL_Water | Water | 765 | 5 | Chemical | chemical | water
31468277 | @DISEASE_Arterial_Occlusive_Diseases | Arterial Occlusive Diseases | 965 | 16 | Disease | disease | airway occlusion
31468277 | @DISEASE_Inflammation | Inflammation | 1337 | 12 | Disease | disease | inflammatory
