36232721 | @DISEASE_Liver_Failure | Liver Failure | 9 | 21 | Disease | disease | and Liver Homeostasis
24628854 | @GENE_ID1 | ID1 | 1139 | 4 | Gene | gene | Id-1
24628854 | @DISEASE_Carcinogenesis | Carcinogenesis | 1183 | 23 | Disease | disease | cervical carcinogenesis
24628854 | @DISEASE_Uterine_Cervical_Neoplasms | Uterine Cervical Neoplasms | 1229 | 15 | Disease | disease | cervical cancer
24628854 | @GENE_ID1 | ID1 | 1285 | 4 | Gene | gene | Id-1
24628854 | @DISEASE_Uterine_Cervical_Neoplasms | Uterine Cervical Neoplasms | 1316 | 15 | Disease | disease | cervical cancer
24638886 | @DISEASE_Vascular_Diseases | Vascular Diseases | 30 | 17 | Disease | disease | vascular diseases
24638886 | @DISEASE_Vascular_Diseases | Vascular Diseases | 140 | 17 | Disease | disease | Vascular diseases
24638886 | @DISEASE_Diabetes_Mellitus | Diabetes Mellitus | 220 | 8 | Disease | disease | diabetic
24638886 | @DISEASE_Diabetes_Mellitus | Diabetes Mellitus | 779 | 8 | Disease | disease | diabetic
24638886 | @DISEASE_Inflammation | Inflammation | 820 | 12 | Disease | disease | inflammatory
24638886 | @GENE_TEK | TEK | 1142 | 4 | Gene | gene | Tie2
24638886 | @GENE_FLT1 | FLT1 | 1148 | 51 | Gene | gene | vascular endothelial growth factor receptor 1 and 2
24638886 | @GENE_PECAM1 | PECAM1 | 1205 | 4 | Gene | gene | CD31
24638886 | @GENE_CD34 | CD34 | 1259 | 4 | Gene | gene | CD34
24638886 | @GENE_CXCR4 | CXCR4 | 1268 | 5 | Gene | gene | CD184
24638886 | @GENE_CXCL15 | Cxcl15 | 1374 | 13 | Gene | gene | interleukin-8
24638886 | @GENE_IL10 | Il10 | 1389 | 14 | Gene | gene | interleukin-10
24638886 | @GENE_SPP1 | Spp1 | 1444 | 11 | Gene | gene | osteopontin
24638886 | @DISEASE_Immunologic_Deficiency_Syndromes | Immunologic Deficiency Syndromes | 1478 | 15 | Disease | disease | immunodeficient
24638886 | @DISEASE_Ischemia | Ischemia | 1504 | 13 | Disease | disease | limb ischemia
24638886 | @DISEASE_Brain_Ischemia | Brain Ischemia | 1740 | 8 | Disease | disease | ischemic
24638886 | @DISEASE_Cerebrovascular_Disorders | Cerebrovascular Disorders | 2021 | 19 | Disease | disease | vascular conditions
24638886 | @DISEASE_Coronary_Disease | Coronary Disease | 2049 | 22 | Disease | disease | coronary heart disease
24638886 | @DISEASE_Stroke | Stroke | 2073 | 6 | Disease | disease | stroke
24638886 | @DISEASE_Ischemia | Ischemia | 2084 | 19 | Disease | disease | peripheral ischemia
24762436 | @GENE_CD34 | Cd34 | 108 | 4 | Gene | gene | CD34
24762436 | @GENE_CD34 | Cd34 | 246 | 4 | Gene | gene | CD34
24762436 | @GENE_CD34 | Cd34 | 361 | 4 | Gene | gene | CD34
24762436 | @GENE_CD34 | Cd34 | 451 | 4 | Gene | gene | CD34
24762436 | @CHEMICAL_Valproic_Acid | Valproic Acid | 491 | 13 | Chemical | chemical | valproic acid
24762436 | @CHEMICAL_Valproic_Acid | Valproic Acid | 506 | 3 | Chemical | chemical | VPA
24762436 | @GENE_CD34 | Cd34 | 602 | 4 | Gene | gene | CD34
24762436 | @GENE_THY1 | Thy1 | 607 | 4 | Gene | gene | CD90
24762436 | @CHEMICAL_Valproic_Acid | Valproic Acid | 708 | 3 | Chemical | chemical | VPA
24762436 | @GENE_CD34 | Cd34 | 753 | 4 | Gene | gene | CD34
24762436 | @GENE_THY1 | Thy1 | 903 | 4 | Gene | gene | CD90
24762436 | @GENE_KIT | Kit | 909 | 5 | Gene | gene | c-Kit
24762436 | @GENE_KIT | Kit | 916 | 5 | Gene | gene | CD117
24762436 | @GENE_ITGA6 | Itga6 | 924 | 15 | Gene | gene | integrin alpha6
24762436 | @GENE_ITGA6 | Itga6 | 941 | 5 | Gene | gene | CD49f
24762436 | @GENE_CXCR4 | Cxcr4 | 953 | 5 | Gene | gene | CXCR4
24762436 | @GENE_CXCR4 | Cxcr4 | 960 | 5 | Gene | gene | CD184
24762436 | @GENE_CD34 | Cd34 | 1065 | 4 | Gene | gene | CD34
24762436 | @GENE_THY1 | Thy1 | 1070 | 4 | Gene | gene | CD90
24762436 | @GENE_CD34 | Cd34 | 1107 | 4 | Gene | gene | CD34
24762436 | @CHEMICAL_Valproic_Acid | Valproic Acid | 1120 | 3 | Chemical | chemical | VPA
24762436 | @GENE_CD34 | Cd34 | 1132 | 4 | Gene | gene | CD34
24762436 | @GENE_CD34 | Cd34 | 1335 | 4 | Gene | gene | CD34
24762436 | @CHEMICAL_Valproic_Acid | Valproic Acid | 1400 | 3 | Chemical | chemical | VPA
26065307 | @CHEMICAL_N_Nitrosopyrrolidine | N-Nitrosopyrrolidine | 68 | 20 | Chemical | chemical | N-nitrosopyrrolidine
26065307 | @DISEASE_Liver_Failure | Liver Failure | 225 | 17 | Disease | disease | liver carcinogens
26065307 | @CHEMICAL_N_Nitrosopyrrolidine | N-Nitrosopyrrolidine | 342 | 20 | Chemical | chemical | N-nitrosopyrrolidine
26065307 | @CHEMICAL_N_Nitrosopyrrolidine | N-Nitrosopyrrolidine | 364 | 4 | Chemical | chemical | NPYR
26065307 | @CHEMICAL_N_Nitrosopyrrolidine | N-Nitrosopyrrolidine | 443 | 4 | Chemical | chemical | NPYR
26065307 | @DISEASE_Inflammation | Inflammation | 1309 | 20 | Disease | disease | inflammatory lesions
26065307 | @DISEASE_Hypertrophy | Hypertrophy | 1334 | 11 | Disease | disease | hypertrophy
26065307 | @CHEMICAL_N_Nitrosopyrrolidine | N-Nitrosopyrrolidine | 1460 | 4 | Chemical | chemical | NPYR
26065307 | @DISEASE_Precancerous_Conditions | Precancerous Conditions | 1569 | 15 | Disease | disease | carcinogenicity
26065307 | @DISEASE_Drug_Related_Side_Effects_and_Adverse_Reactions | Drug-Related Side Effects and Adverse Reactions | 1695 | 8 | Disease | disease | toxicity
26409626 | @CHEMICAL_Methamphetamine | Methamphetamine | 26 | 15 | Chemical | chemical | methamphetamine
26409626 | @DISEASE_Atherosclerosis | Atherosclerosis | 51 | 15 | Disease | disease | atherosclerosis
26409626 | @CHEMICAL_Methamphetamine | Methamphetamine | 138 | 15 | Chemical | chemical | methamphetamine
26409626 | @CHEMICAL_Methamphetamine | Methamphetamine | 155 | 4 | Chemical | chemical | METH
26409626 | @DISEASE_Neurotoxicity_Syndromes | Neurotoxicity Syndromes | 180 | 13 | Disease | disease | neurotoxicity
26409626 | @CHEMICAL_Reactive_Oxygen_Species | Reactive Oxygen Species | 201 | 23 | Chemical | chemical | reactive oxygen species
26409626 | @DISEASE_Atherosclerosis | Atherosclerosis | 297 | 15 | Disease | disease | atherosclerosis
26409626 | @CHEMICAL_Methamphetamine | Methamphetamine | 355 | 4 | Chemical | chemical | METH
26409626 | @DISEASE_Atherosclerosis | Atherosclerosis | 394 | 15 | Disease | disease | atherosclerosis
26409626 | @CHEMICAL_Methamphetamine | Methamphetamine | 549 | 4 | Chemical | chemical | METH
26409626 | @DISEASE_Atherosclerosis | Atherosclerosis | 641 | 22 | Disease | disease | Atherosclerotic lesion
26409626 | @CHEMICAL_oil_red_O | oil red O | 672 | 9 | Chemical | chemical | oil red O
26409626 | @DISEASE_Atherosclerosis | Atherosclerosis | 791 | 22 | Disease | disease | atherosclerotic lesion
26409626 | @GENE_CRP | Crp | 893 | 3 | Gene | gene | CRP
26409626 | @DISEASE_Inflammation | Inflammation | 915 | 12 | Disease | disease | inflammatory
26409626 | @GENE_ICAM1 | Icam1 | 938 | 6 | Gene | gene | ICAM-1
26409626 | @GENE_VCAM1 | Vcam1 | 946 | 6 | Gene | gene | VCAM-1
26409626 | @GENE_TNF | Tnf | 954 | 9 | Gene | gene | TNF-alpha
26409626 | @CHEMICAL_Methamphetamine | Methamphetamine | 1025 | 4 | Chemical | chemical | METH
26409626 | @GENE_NPY | Npy | 1059 | 14 | Gene | gene | Neuropeptide Y
26409626 | @GENE_NPY | Npy | 1075 | 3 | Gene | gene | NPY
26409626 | @GENE_NPY1R | Npy1r | 1285 | 5 | Gene | gene | NPY1R
26409626 | @GENE_NPY2R | Npy2r | 1292 | 5 | Gene | gene | NPY2R
26409626 | @GENE_NPY5R | Npy5r | 1302 | 5 | Gene | gene | NPY5R
26409626 | @GENE_NPY | Npy | 1430 | 3 | Gene | gene | NPY
26409626 | @CHEMICAL_Methamphetamine | Methamphetamine | 1461 | 4 | Chemical | chemical | METH
26409626 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 1502 | 18 | Chemical | chemical | lipopolysaccharide
26409626 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 1522 | 3 | Chemical | chemical | LPS
26409626 | @GENE_TNF | Tnf | 1551 | 9 | Gene | gene | TNF-alpha
26409626 | @GENE_CRP | Crp | 1562 | 3 | Gene | gene | CRP
26409626 | @CHEMICAL_Reactive_Oxygen_Species | Reactive Oxygen Species | 1577 | 23 | Chemical | chemical | reactive oxygen species
26409626 | @CHEMICAL_Reactive_Oxygen_Species | Reactive Oxygen Species | 1602 | 3 | Chemical | chemical | ROS
26409626 | @CHEMICAL_Methamphetamine | Methamphetamine | 1650 | 4 | Chemical | chemical | METH
26409626 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 1659 | 3 | Chemical | chemical | LPS
26409626 | @CHEMICAL_Methamphetamine | Methamphetamine | 1665 | 4 | Chemical | chemical | METH
26409626 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 1701 | 3 | Chemical | chemical | LPS
26409626 | @GENE_NPY1R | Npy1r | 1731 | 5 | Gene | gene | NPY1R
26409626 | @GENE_TNF | Tnf | 1777 | 9 | Gene | gene | TNF-alpha
26409626 | @GENE_CRP | Crp | 1788 | 3 | Gene | gene | CRP
26409626 | @GENE_NPY | Npy | 1805 | 3 | Gene | gene | NPY
26409626 | @CHEMICAL_Methamphetamine | Methamphetamine | 1813 | 4 | Chemical | chemical | METH
26409626 | @CHEMICAL_Methamphetamine | Methamphetamine | 1854 | 4 | Chemical | chemical | METH
26409626 | @DISEASE_Inflammation | Inflammation | 1886 | 12 | Disease | disease | inflammation
26409626 | @DISEASE_Plague | Plague | 1903 | 22 | Disease | disease | atherosclerotic plague
26409626 | @GENE_NPY | Npy | 1969 | 3 | Gene | gene | NPY
26409626 | @CHEMICAL_Methamphetamine | Methamphetamine | 2014 | 4 | Chemical | chemical | METH
26409626 | @DISEASE_Atherosclerosis | Atherosclerosis | 2027 | 11 | Disease | disease | atherogenic
26439684 | @GENE_EPAS1 | EPAS1 | 0 | 9 | Gene | gene | HIF2alpha
26439684 | @GENE_CXCR4 | CXCR4 | 42 | 5 | Gene | gene | CXCR4
26439684 | @DISEASE_Neoplasms | Neoplasms | 57 | 6 | Disease | disease | cancer
26439684 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 83 | 20 | Disease | disease | renal cell carcinoma
26439684 | @DISEASE_Hypoxia | Hypoxia | 117 | 7 | Disease | disease | Hypoxia
26439684 | @GENE_EPAS1 | EPAS1 | 158 | 31 | Gene | gene | hypoxia-inducible factor-2alpha
26439684 | @GENE_EPAS1 | EPAS1 | 191 | 9 | Gene | gene | HIF2alpha
26439684 | @DISEASE_Neoplasms | Neoplasms | 248 | 7 | Disease | disease | cancers
26439684 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 298 | 20 | Disease | disease | renal cell carcinoma
26439684 | @DISEASE_Neoplasms | Neoplasms | 476 | 6 | Disease | disease | tumour
26439684 | @GENE_EPAS1 | EPAS1 | 524 | 9 | Gene | gene | HIF2alpha
26439684 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 564 | 20 | Disease | disease | renal cell carcinoma
26439684 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 586 | 3 | Disease | disease | RCC
26439684 | @GENE_CXCR4 | CXCR4 | 717 | 5 | Gene | gene | CXCR4
26439684 | @GENE_CXCR4 | CXCR4 | 724 | 5 | Gene | gene | CD184
26439684 | @GENE_CXCR4 | CXCR4 | 765 | 5 | Gene | gene | CXCR4
26439684 | @GENE_CXCR4 | CXCR4 | 847 | 5 | Gene | gene | CXCR4
26439684 | @GENE_EPAS1 | EPAS1 | 906 | 9 | Gene | gene | HIF2alpha
26439684 | @GENE_EPAS1 | EPAS1 | 930 | 9 | Gene | gene | HIF2alpha
26439684 | @GENE_CXCR4 | CXCR4 | 950 | 5 | Gene | gene | CXCR4
26439684 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 998 | 3 | Disease | disease | RCC
26439684 | @DISEASE_Neoplasms | Neoplasms | 1074 | 20 | Disease | disease | subcutaneous tumours
26439684 | @GENE_EPAS1 | EPAS1 | 1117 | 9 | Gene | gene | HIF2alpha
26439684 | @GENE_CXCR4 | CXCR4 | 1131 | 5 | Gene | gene | CXCR4
26439684 | @GENE_EPAS1 | EPAS1 | 1152 | 9 | Gene | gene | HIF2alpha
26439684 | @DISEASE_Neoplasms | Neoplasms | 1172 | 6 | Disease | disease | tumour
26439684 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 1262 | 3 | Disease | disease | RCC
26439684 | @GENE_EPAS1 | EPAS1 | 1306 | 9 | Gene | gene | HIF2alpha
26439684 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 1419 | 3 | Disease | disease | RCC
26590329 | @DISEASE_Encephalomyelitis_Autoimmune_Experimental | Encephalomyelitis Autoimmune Experimental | 230 | 28 | Disease | disease | Autoimmune Encephalomyelitis
26590329 | @DISEASE_Encephalomyelitis_Autoimmune_Experimental | Encephalomyelitis Autoimmune Experimental | 260 | 3 | Disease | disease | EAE
26590329 | @DISEASE_Encephalomyelitis_Autoimmune_Experimental | Encephalomyelitis Autoimmune Experimental | 297 | 3 | Disease | disease | EAE
26590329 | @GENE_CD24A | Cd24a | 725 | 4 | Gene | gene | CD24
26590329 | @GENE_CD44 | Cd44 | 731 | 4 | Gene | gene | CD44
26590329 | @GENE_PROM1 | Prom1 | 741 | 5 | Gene | gene | CD133
26590329 | @GENE_FUT4 | Fut4 | 767 | 4 | Gene | gene | CD15
26590329 | @GENE_CXCR4 | Cxcr4 | 773 | 5 | Gene | gene | CD184
26590329 | @GENE_ITGA4 | Itga4 | 783 | 5 | Gene | gene | CD49d
26590329 | @DISEASE_Niemann_Pick_Disease_Type_C | Niemann-Pick Disease Type C | 920 | 3 | Disease | disease | NPC
26876314 | @DISEASE_Hyperglycemia | Hyperglycemia | 10 | 13 | Disease | disease | hyperglycemia
26876314 | @GENE_KIT | Kit | 41 | 5 | Gene | gene | CD117
26876314 | @DISEASE_Diabetes_Mellitus | Diabetes Mellitus | 238 | 8 | Disease | disease | diabetes
26876314 | @DISEASE_Diabetes_Mellitus | Diabetes Mellitus | 332 | 8 | Disease | disease | diabetes
26876314 | @CHEMICAL_Streptozocin | Streptozocin | 428 | 14 | Chemical | chemical | streptozotocin
26876314 | @DISEASE_Diabetes_Mellitus | Diabetes Mellitus | 451 | 8 | Disease | disease | diabetes
26876314 | @GENE_KIT | Kit | 497 | 5 | Gene | gene | CD117
26876314 | @GENE_VEGFA | Vegfa | 706 | 4 | Gene | gene | VEGF
26876314 | @GENE_FGF1 | Fgf1 | 712 | 5 | Gene | gene | FGF-1
26876314 | @GENE_IGF1 | Igf1 | 723 | 5 | Gene | gene | IGF-1
26876314 | @DISEASE_Hyperglycemia | Hyperglycemia | 750 | 13 | Disease | disease | Hyperglycemia
26876314 | @GENE_KIT | Kit | 796 | 5 | Gene | gene | CD117
26876314 | @GENE_KIT | Kit | 837 | 5 | Gene | gene | CD117
26876314 | @GENE_KIT | Kit | 956 | 5 | Gene | gene | CD117
26876314 | @GENE_CXCR4 | Cxcr4 | 995 | 5 | Gene | gene | CD184
26876314 | @GENE_KDR | Kdr | 1001 | 7 | Gene | gene | VEGFR-2
26876314 | @DISEASE_Diabetes_Mellitus | Diabetes Mellitus | 1020 | 8 | Disease | disease | diabetic
26876314 | @GENE_KIT | Kit | 1044 | 5 | Gene | gene | CD117
26876314 | @DISEASE_Diabetes_Mellitus | Diabetes Mellitus | 1117 | 8 | Disease | disease | Diabetes
26876314 | @GENE_KIT | Kit | 1174 | 5 | Gene | gene | CD117
26876314 | @DISEASE_Hyperglycemia | Hyperglycemia | 1202 | 13 | Disease | disease | Hyperglycemia
27465830 | @GENE_PYY | Pyy | 22 | 10 | Gene | gene | Peptide YY
27465830 | @GENE_PYY | Pyy | 203 | 10 | Gene | gene | Peptide YY
27465830 | @GENE_PYY | Pyy | 215 | 3 | Gene | gene | PYY
27465830 | @GENE_PYY | Pyy | 320 | 3 | Gene | gene | PYY
27465830 | @GENE_PYY | Pyy | 481 | 3 | Gene | gene | PYY
27465830 | @GENE_PYY | Pyy | 493 | 3 | Gene | gene | PYY
27465830 | @GENE_PYY | Pyy | 507 | 3 | Gene | gene | PYY
27465830 | @DISEASE_Insulin_Resistance | Insulin Resistance | 567 | 29 | Disease | disease | insulin deficiency/resistance
27465830 | @GENE_PYY | Pyy | 701 | 3 | Gene | gene | PYY
27465830 | @GENE_PYY | Pyy | 720 | 3 | Gene | gene | PYY
27465830 | @GENE_PYY | Pyy | 815 | 3 | Gene | gene | PYY
27465830 | @CHEMICAL_Glucose | Glucose | 828 | 7 | Chemical | chemical | glucose
27465830 | @GENE_INS | INS | 848 | 7 | Gene | gene | insulin
27465830 | @CHEMICAL_Glucose | Glucose | 884 | 7 | Chemical | chemical | glucose
27465830 | @GENE_PYY | Pyy | 922 | 3 | Gene | gene | PYY
27465830 | @GENE_PYY | Pyy | 936 | 3 | Gene | gene | PYY
27465830 | @CHEMICAL_Glucose | Glucose | 980 | 7 | Chemical | chemical | glucose
27465830 | @CHEMICAL_Alanine | Alanine | 989 | 7 | Chemical | chemical | alanine
27465830 | @GENE_GCG | Gcg | 1001 | 5 | Gene | gene | GLP-1
27465830 | @GENE_INS | INS | 1018 | 7 | Gene | gene | insulin
27465830 | @CHEMICAL_Streptozocin | Streptozocin | 1234 | 14 | Chemical | chemical | streptozotocin
27465830 | @CHEMICAL_Hydrocortisone | Hydrocortisone | 1393 | 14 | Chemical | chemical | hydrocortisone
27465830 | @DISEASE_Insulin_Resistance | Insulin Resistance | 1416 | 18 | Disease | disease | insulin resistance
27465830 | @GENE_PYY | Pyy | 1501 | 3 | Gene | gene | PYY
27465830 | @CHEMICAL_Streptozocin | Streptozocin | 1589 | 14 | Chemical | chemical | Streptozotocin
27465830 | @GENE_PYY | Pyy | 1620 | 3 | Gene | gene | PYY
27465830 | @GENE_SST | Sst | 1663 | 12 | Gene | gene | somatostatin
27465830 | @CHEMICAL_Hydrocortisone | Hydrocortisone | 1696 | 14 | Chemical | chemical | hydrocortisone
27465830 | @GENE_PYY | Pyy | 1721 | 3 | Gene | gene | PYY
27465830 | @GENE_GCG | Gcg | 1746 | 8 | Gene | gene | glucagon
27465830 | @GENE_PYY | Pyy | 1841 | 3 | Gene | gene | PYY
27465830 | @CHEMICAL_Streptozocin | Streptozocin | 1954 | 14 | Chemical | chemical | streptozotocin
27465830 | @DISEASE_Drug_Related_Side_Effects_and_Adverse_Reactions | Drug-Related Side Effects and Adverse Reactions | 1977 | 12 | Disease | disease | cytotoxicity
27465830 | @GENE_GCG | Gcg | 2098 | 5 | Gene | gene | GLP-1
27465830 | @DISEASE_Diabetes_Mellitus | Diabetes Mellitus | 2286 | 8 | Disease | disease | diabetes
27485481 | @CHEMICAL_Fluorine_18 | Fluorine-18 | 31 | 5 | Chemical | chemical | (18)F
27485481 | @GENE_CXCR4 | Cxcr4 | 85 | 5 | Gene | gene | CXCR4
27485481 | @DISEASE_Glioma | Glioma | 104 | 7 | Disease | disease | gliomas
27485481 | @GENE_CXCR4 | Cxcr4 | 127 | 20 | Gene | gene | Chemokine receptor-4
27485481 | @GENE_CXCR4 | Cxcr4 | 149 | 5 | Gene | gene | CXCR4
27485481 | @GENE_CXCR4 | Cxcr4 | 156 | 5 | Gene | gene | fusin
27485481 | @GENE_CXCR4 | Cxcr4 | 163 | 5 | Gene | gene | CD184
27485481 | @DISEASE_Glioma | Glioma | 278 | 17 | Disease | disease | malignant gliomas
27485481 | @GENE_CXCR4 | Cxcr4 | 395 | 5 | Gene | gene | CXCR4
27485481 | @DISEASE_Glioma | Glioma | 412 | 7 | Disease | disease | gliomas
27485481 | @GENE_CXCR4 | Cxcr4 | 435 | 5 | Gene | gene | CXCR4
27485481 | @CHEMICAL_Fluorine_18 | Fluorine-18 | 517 | 7 | Chemical | chemical | [(18)F]
27485481 | @GENE_CXCR4 | Cxcr4 | 611 | 5 | Gene | gene | CXCR4
27485481 | @CHEMICAL_Fluorine_18 | Fluorine-18 | 906 | 5 | Chemical | chemical | (18)F
27485481 | @DISEASE_Neoplasms | Neoplasms | 1211 | 6 | Disease | disease | cancer
27485481 | @GENE_CXCR4 | Cxcr4 | 1909 | 5 | Gene | gene | CXCR4
27485481 | @GENE_CXCR4 | Cxcr4 | 1945 | 5 | Gene | gene | CXCR4
27485481 | @GENE_CXCR4 | Cxcr4 | 2030 | 5 | Gene | gene | CXCR4
27485481 | @DISEASE_Neoplasms | Neoplasms | 2047 | 6 | Disease | disease | tumors
27485481 | @CHEMICAL_68Ga_pentixafor | 68Ga-pentixafor | 2123 | 17 | Chemical | chemical | (68)Ga-pentixafor
27485481 | @GENE_CXCR4 | Cxcr4 | 2166 | 5 | Gene | gene | CXCR4
27485481 | @DISEASE_Neoplasms | Neoplasms | 2181 | 5 | Disease | disease | tumor
27485481 | @CHEMICAL_68Ga_pentixafor | 68Ga-pentixafor | 2233 | 17 | Chemical | chemical | (68)Ga-pentixafor
27485481 | @GENE_CXCR4 | Cxcr4 | 2372 | 5 | Gene | gene | CXCR4
27485481 | @GENE_CXCR4 | Cxcr4 | 2533 | 5 | Gene | gene | CXCR4
27485481 | @DISEASE_Neoplasms | Neoplasms | 2550 | 6 | Disease | disease | tumors
27485481 | @GENE_CXCR4 | Cxcr4 | 2690 | 5 | Gene | gene | CXCR4
27692806 | @DISEASE_Vascular_System_Injuries | Vascular System Injuries | 220 | 18 | Disease | disease | endothelial injury
27692806 | @DISEASE_Myocardial_Ischemia | Myocardial Ischemia | 371 | 36 | Disease | disease | ischemic and hyperperfusion injuries
27692806 | @GENE_SOX2 | SOX2 | 519 | 4 | Gene | gene | Sox2
27692806 | @GENE_POU5F1 | POU5F1 | 524 | 4 | Gene | gene | Oct4
27692806 | @GENE_CXCR4 | CXCR4 | 556 | 5 | Gene | gene | CXCR4
27692806 | @GENE_CXCR4 | CXCR4 | 563 | 5 | Gene | gene | CD184
27692806 | @GENE_KDR | KDR | 570 | 3 | Gene | gene | KDR
27692806 | @GENE_KDR | KDR | 574 | 5 | Gene | gene | CD309
27692806 | @CHEMICAL_Creatinine | Creatinine | 741 | 10 | Chemical | chemical | creatinine
27692806 | @DISEASE_Ischemia | Ischemia | 758 | 8 | Disease | disease | ischemia
27692806 | @DISEASE_Albuminuria | Albuminuria | 788 | 11 | Disease | disease | albuminuria
27692806 | @DISEASE_Wounds_and_Injuries | Wounds and Injuries | 962 | 6 | Disease | disease | injury
27692806 | @CHEMICAL_Hydrogen_Peroxide | Hydrogen Peroxide | 1226 | 17 | Chemical | chemical | hydrogen peroxide
27692806 | @DISEASE_Vascular_System_Injuries | Vascular System Injuries | 1252 | 18 | Disease | disease | endothelial injury
27692806 | @GENE_ROBO1 | ROBO1 | 1295 | 6 | Gene | gene | Robo-1
27867005 | @GENE_CXCR4 | CXCR4 | 23 | 5 | Gene | gene | CD184
27867005 | @GENE_CXCR4 | CXCR4 | 29 | 5 | Gene | gene | CXCR4
27867005 | @GENE_L1CAM | L1CAM | 40 | 5 | Gene | gene | CD171
27867005 | @GENE_L1CAM | L1CAM | 46 | 5 | Gene | gene | L1CAM
27867005 | @GENE_CXCR4 | CXCR4 | 611 | 5 | Gene | gene | CD184
27867005 | @GENE_L1CAM | L1CAM | 621 | 5 | Gene | gene | CD171
27867005 | @GENE_RBPMS | RBPMS | 699 | 5 | Gene | gene | RBPMS
27867005 | @GENE_CXCR4 | CXCR4 | 773 | 5 | Gene | gene | CD184
27867005 | @GENE_CXCR4 | CXCR4 | 875 | 5 | Gene | gene | CD184
27867005 | @GENE_CXCR4 | CXCR4 | 936 | 5 | Gene | gene | CD184
27867005 | @GENE_L1CAM | L1CAM | 998 | 5 | Gene | gene | CD171
27867005 | @GENE_CXCR4 | CXCR4 | 1073 | 5 | Gene | gene | CD184
27867005 | @GENE_L1CAM | L1CAM | 1083 | 5 | Gene | gene | CD171
28069397 | @GENE_NPY | NPY | 13 | 14 | Gene | gene | neuropeptide Y
28069397 | @GENE_PPY | PPY | 32 | 22 | Gene | gene | pancreatic polypeptide
28069397 | @GENE_NPY | Npy | 199 | 14 | Gene | gene | neuropeptide Y
28069397 | @GENE_NPY | Npy | 215 | 3 | Gene | gene | NPY
28069397 | @GENE_PPY | Ppy | 224 | 22 | Gene | gene | pancreatic polypeptide
28069397 | @GENE_PPY | Ppy | 248 | 2 | Gene | gene | PP
28069397 | @GENE_NPY | NPY | 319 | 3 | Gene | gene | NPY
28069397 | @GENE_PPY | PPY | 327 | 2 | Gene | gene | PP
28069397 | @CHEMICAL_Streptozocin | Streptozocin | 499 | 14 | Chemical | chemical | streptozotocin
28069397 | @CHEMICAL_Hydrocortisone | Hydrocortisone | 518 | 14 | Chemical | chemical | hydrocortisone
28069397 | @GENE_NPY | Npy | 631 | 3 | Gene | gene | NPY
28069397 | @GENE_PPA1 | Ppa1 | 639 | 2 | Gene | gene | PP
28069397 | @CHEMICAL_Glucose | Glucose | 659 | 7 | Chemical | chemical | glucose
28069397 | @GENE_INS | INS | 679 | 7 | Gene | gene | insulin
28069397 | @CHEMICAL_Glucose | Glucose | 759 | 7 | Chemical | chemical | glucose
28069397 | @GENE_INS | INS | 778 | 7 | Gene | gene | insulin
28069397 | @GENE_NPY | NPY | 827 | 3 | Gene | gene | NPY
