31679624 | @GENE_CLCN3 | Clcn3 | 0 | 5 | Gene | gene | ClC-3
12015764 | @GENE_STAT3 | STAT3 | 1401 | 6 | Gene | gene | Stat-3
12015764 | @GENE_STAT3 | STAT3 | 1412 | 6 | Gene | gene | Stat-3
12015764 | @DISEASE_Mouth_Diseases | Mouth Diseases | 1473 | 20 | Disease | disease | premalignant lesions
12015764 | @GENE_STAT3 | STAT3 | 1514 | 6 | Gene | gene | Stat-3
12015764 | @GENE_STAT3 | STAT3 | 1690 | 6 | Gene | gene | Stat-3
12015764 | @GENE_STAT3 | STAT3 | 1761 | 6 | Gene | gene | Stat-3
12015764 | @DISEASE_Mouth_Diseases | Mouth Diseases | 1986 | 20 | Disease | disease | premalignant lesions
12015764 | @DISEASE_Squamous_Cell_Carcinoma_of_Head_and_Neck | Squamous Cell Carcinoma of Head and Neck | 2012 | 5 | Disease | disease | HNSCC
12015764 | @GENE_STAT3 | STAT3 | 2052 | 6 | Gene | gene | Stat-3
12015764 | @DISEASE_Head_and_Neck_Neoplasms | Head and Neck Neoplasms | 2091 | 28 | Disease | disease | head and neck carcinogenesis
12015764 | @DISEASE_Neoplasms | Neoplasms | 2179 | 6 | Disease | disease | tumors
15090793 | @GENE_IL2 | IL2 | 10 | 13 | Gene | gene | interleukin-2
15090793 | @GENE_STAT5A | STAT5A | 34 | 5 | Gene | gene | STAT5
15090793 | @GENE_IL2 | IL2 | 383 | 13 | Gene | gene | interleukin-2
15090793 | @GENE_IL2 | IL2 | 398 | 4 | Gene | gene | IL-2
15090793 | @GENE_IL2RB | IL2RB | 505 | 13 | Gene | gene | IL-2 receptor
15090793 | @GENE_IL2RB | IL2RB | 520 | 5 | Gene | gene | IL-2R
15090793 | @GENE_IL2 | IL2 | 606 | 4 | Gene | gene | IL-2
15090793 | @GENE_STAT5A | STAT5A | 634 | 5 | Gene | gene | STAT5
15090793 | @GENE_IL2 | IL2 | 677 | 4 | Gene | gene | IL-2
15090793 | @GENE_CD4 | CD4 | 776 | 3 | Gene | gene | CD4
15090793 | @DISEASE_HIV_Infections | HIV Infections | 789 | 12 | Disease | disease | HIV-infected
15090793 | @GENE_STAT5A | STAT5A | 863 | 5 | Gene | gene | STAT5
15090793 | @GENE_IL2 | IL2 | 872 | 4 | Gene | gene | IL-2
15090793 | @DISEASE_HIV_Infections | HIV Infections | 1103 | 3 | Disease | disease | HIV
15090793 | @GENE_IL2 | IL2 | 1157 | 4 | Gene | gene | IL-2
15090793 | @GENE_STAT5A | STAT5A | 1170 | 5 | Gene | gene | STAT5
15090793 | @GENE_STAT5A | STAT5A | 1356 | 6 | Gene | gene | STAT5a
15090793 | @GENE_STAT5B | STAT5B | 1367 | 6 | Gene | gene | STAT5b
15090793 | @GENE_IL2 | IL2 | 1411 | 4 | Gene | gene | IL-2
15090793 | @GENE_IL2RB | IL2RB | 1464 | 5 | Gene | gene | IL-2R
15090793 | @GENE_JAK3 | JAK3 | 1547 | 5 | Gene | gene | Jak-3
15090793 | @GENE_STAT5A | STAT5A | 1571 | 5 | Gene | gene | STAT5
15090793 | @DISEASE_HIV_Infections | HIV Infections | 1760 | 12 | Disease | disease | HIV-infected
16314797 | @GENE_JAK3 | JAK3 | 11 | 4 | Gene | gene | JAK3
16314797 | @CHEMICAL_tofacitinib | tofacitinib | 32 | 10 | Chemical | chemical | CP-690,550
16314797 | @GENE_JAK3 | JAK3 | 155 | 20 | Gene | gene | Janus Kinase (JAK) 3
16314797 | @GENE_JAK3 | JAK3 | 352 | 4 | Gene | gene | JAK3
16314797 | @CHEMICAL_tofacitinib | tofacitinib | 373 | 10 | Chemical | chemical | CP-690,550
16314797 | @CHEMICAL_tofacitinib | tofacitinib | 528 | 10 | Chemical | chemical | CP-690,550
16314797 | @CHEMICAL_tofacitinib | tofacitinib | 852 | 10 | Chemical | chemical | CP-690,550
16314797 | @CHEMICAL_tofacitinib | tofacitinib | 942 | 10 | Chemical | chemical | CP-690,550
16314797 | @GENE_IL2 | IL2 | 998 | 4 | Gene | gene | IL-2
16314797 | @GENE_IFNG | IFNG | 1013 | 9 | Gene | gene | IFN-gamma
16314797 | @CHEMICAL_tofacitinib | tofacitinib | 1177 | 10 | Chemical | chemical | CP-690,550
16314797 | @GENE_IL2 | IL2 | 1225 | 4 | Gene | gene | IL-2
16314797 | @GENE_IFNG | IFNG | 1239 | 9 | Gene | gene | IFN-gamma
16314797 | @GENE_PCNA | PCNA | 1465 | 34 | Gene | gene | proliferating cell nuclear antigen
16314797 | @CHEMICAL_tofacitinib | tofacitinib | 1584 | 10 | Chemical | chemical | CP-690,550
16314797 | @GENE_JAK3 | JAK3 | 1849 | 4 | Gene | gene | JAK3
16314797 | @CHEMICAL_tofacitinib | tofacitinib | 1864 | 10 | Chemical | chemical | CP-690,550
17142955 | @GENE_IL6R | IL6R | 32 | 22 | Gene | gene | interleukin-6 receptor
17142955 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 118 | 8 | Disease | disease | myelomas
17142955 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 476 | 16 | Disease | disease | Multiple myeloma
17142955 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 494 | 2 | Disease | disease | MM
17142955 | @DISEASE_Myositis | Myositis | 514 | 22 | Disease | disease | proliferative disorder
17142955 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 560 | 7 | Disease | disease | Myeloma
17142955 | @GENE_PTPRC | PTPRC | 682 | 4 | Gene | gene | CD45
17142955 | @GENE_IL6 | IL6 | 697 | 13 | Gene | gene | interleukin-6
17142955 | @GENE_IL6 | IL6 | 712 | 4 | Gene | gene | IL-6
17142955 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 776 | 7 | Disease | disease | myeloma
17142955 | @DISEASE_Neoplasms | Neoplasms | 820 | 5 | Disease | disease | tumor
17142955 | @GENE_PTPRC | PTPRC | 841 | 4 | Gene | gene | CD45
17142955 | @GENE_IL6 | IL6 | 892 | 4 | Gene | gene | IL-6
17142955 | @GENE_STAT3 | STAT3 | 921 | 57 | Gene | gene | signal transducer and activator of transcription (STAT) 3
17142955 | @GENE_MAPK3 | MAPK3 | 983 | 47 | Gene | gene | extracellular signal-regulated kinase (ERK) 1/2
17142955 | @GENE_IL6 | IL6 | 1053 | 4 | Gene | gene | IL-6
17142955 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 1083 | 7 | Disease | disease | myeloma
17142955 | @GENE_PTPRC | PTPRC | 1185 | 4 | Gene | gene | CD45
17142955 | @CHEMICAL_Lipids | Lipids | 1193 | 5 | Chemical | chemical | lipid
17142955 | @GENE_PTPRC | PTPRC | 1210 | 4 | Gene | gene | CD45
17142955 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 1234 | 7 | Disease | disease | myeloma
17142955 | @GENE_PTPRC | PTPRC | 1359 | 4 | Gene | gene | CD45
17142955 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 1367 | 7 | Disease | disease | myeloma
17142955 | @GENE_PTPRC | PTPRC | 1442 | 4 | Gene | gene | CD45
17142955 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 1450 | 7 | Disease | disease | myeloma
17142955 | @GENE_IL6 | IL6 | 1691 | 4 | Gene | gene | IL-6
17142955 | @GENE_IGF1R | IGF1R | 1738 | 14 | Gene | gene | IGF-I receptor
17142955 | @GENE_IL6 | IL6 | 1817 | 4 | Gene | gene | IL-6
17142955 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 1874 | 7 | Disease | disease | myeloma
17142955 | @GENE_IL6ST | IL6ST | 1969 | 5 | Gene | gene | gp130
17142955 | @GENE_FGFR3 | FGFR3 | 2023 | 42 | Gene | gene | fibroblast growth factor receptor (FGFR) 3
17142955 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 2077 | 7 | Disease | disease | myeloma
17142955 | @GENE_IL6 | IL6 | 2172 | 4 | Gene | gene | IL-6
17142955 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 2260 | 8 | Disease | disease | myelomas
17392282 | @CHEMICAL_Curcumin | Curcumin | 0 | 8 | Chemical | chemical | Curcumin
17392282 | @DISEASE_Neoplasms | Neoplasms | 18 | 5 | Disease | disease | tumor
17392282 | @GENE_STAT5A | STAT5A | 57 | 7 | Gene | gene | Stat-5a
17392282 | @GENE_BCL2 | BCL2 | 74 | 5 | Gene | gene | Bcl-2
17392282 | @DISEASE_Neoplasms | Neoplasms | 114 | 6 | Disease | disease | cancer
17392282 | @DISEASE_Infections | Infections | 241 | 10 | Disease | disease | infections
17392282 | @CHEMICAL_Curcumin | Curcumin | 306 | 8 | Chemical | chemical | curcumin
17392282 | @DISEASE_Neoplasms | Neoplasms | 324 | 5 | Disease | disease | tumor
17392282 | @DISEASE_Neoplasms | Neoplasms | 371 | 5 | Disease | disease | tumor
17392282 | @DISEASE_Neoplasms | Neoplasms | 412 | 5 | Disease | disease | tumor
17392282 | @GENE_CD4 | CD4 | 471 | 3 | Gene | gene | CD4
17392282 | @GENE_CD8A | CD8A | 476 | 3 | Gene | gene | CD8
17392282 | @GENE_CD4 | CD4 | 541 | 3 | Gene | gene | CD4
17392282 | @GENE_CD8A | CD8A | 546 | 3 | Gene | gene | CD8
17392282 | @CHEMICAL_Curcumin | Curcumin | 578 | 8 | Chemical | chemical | curcumin
17392282 | @DISEASE_Neoplasms | Neoplasms | 590 | 5 | Disease | disease | tumor
17392282 | @DISEASE_Neoplasms | Neoplasms | 695 | 5 | Disease | disease | tumor
17392282 | @GENE_BCL2 | BCL2 | 772 | 5 | Gene | gene | Bcl-2
17392282 | @GENE_BAX | BAX | 821 | 3 | Gene | gene | Bax
17392282 | @CHEMICAL_Curcumin | Curcumin | 837 | 8 | Chemical | chemical | Curcumin
17392282 | @GENE_BAX | BAX | 865 | 3 | Gene | gene | Bax
17392282 | @GENE_BCL2 | BCL2 | 892 | 5 | Gene | gene | Bcl-2
17392282 | @DISEASE_Neoplasms | Neoplasms | 965 | 5 | Disease | disease | tumor
17392282 | @GENE_IL2RG | IL2RG | 1058 | 36 | Gene | gene | common cytokine receptor gamma chain
17392282 | @GENE_IL2RG | IL2RG | 1096 | 6 | Gene | gene | gammac
17392282 | @DISEASE_Neoplasms | Neoplasms | 1129 | 5 | Disease | disease | tumor
17392282 | @CHEMICAL_Dinoprostone | Dinoprostone | 1144 | 16 | Chemical | chemical | prostaglandin E2
17392282 | @GENE_JAK3 | JAK3 | 1175 | 5 | Gene | gene | Jak-3
17392282 | @GENE_STAT5A | STAT5A | 1185 | 7 | Gene | gene | Stat-5a
17392282 | @GENE_STAT5B | STAT5B | 1232 | 7 | Gene | gene | Stat-5b
17392282 | @CHEMICAL_Curcumin | Curcumin | 1337 | 8 | Chemical | chemical | curcumin
17392282 | @GENE_TNFRSF8 | TNFRSF8 | 1395 | 8 | Gene | gene | cytokine
17392282 | @GENE_JAK3 | JAK3 | 1414 | 5 | Gene | gene | Jak-3
17392282 | @GENE_STAT5A | STAT5A | 1420 | 7 | Gene | gene | Stat-5a
17392282 | @DISEASE_Neoplasms | Neoplasms | 1460 | 5 | Disease | disease | tumor
17392282 | @GENE_STAT5A | STAT5A | 1489 | 7 | Gene | gene | Stat-5a
17392282 | @GENE_STAT5B | STAT5B | 1538 | 7 | Gene | gene | Stat-5b
17392282 | @GENE_BCL2 | BCL2 | 1572 | 5 | Gene | gene | Bcl-2
17392282 | @DISEASE_Neoplasms | Neoplasms | 1610 | 5 | Disease | disease | tumor
17392282 | @GENE_STAT5A | STAT5A | 1732 | 7 | Gene | gene | Stat-5a
17392282 | @CHEMICAL_Curcumin | Curcumin | 1828 | 8 | Chemical | chemical | curcumin
17392282 | @DISEASE_Neoplasms | Neoplasms | 1880 | 6 | Disease | disease | cancer
18845095 | @DISEASE_Granuloma | Granuloma | 0 | 20 | Disease | disease | Cutaneous granulomas
18845095 | @GENE_CD8A | CD8A | 40 | 3 | Gene | gene | CD8
18845095 | @DISEASE_Severe_Combined_Immunodeficiency | Severe Combined Immunodeficiency | 86 | 32 | Disease | disease | severe combined immunodeficiency
18845095 | @DISEASE_X_Linked_Combined_Immunodeficiency_Diseases | X-Linked Combined Immunodeficiency Diseases | 132 | 35 | Disease | disease | Combined immunodeficiency disorders
18845095 | @DISEASE_Immunologic_Deficiency_Syndromes | Immunologic Deficiency Syndromes | 259 | 16 | Disease | disease | immunodeficiency
18845095 | @DISEASE_Granuloma | Granuloma | 277 | 20 | Disease | disease | Cutaneous granulomas
18845095 | @DISEASE_X_Linked_Combined_Immunodeficiency_Diseases | X-Linked Combined Immunodeficiency Diseases | 330 | 25 | Disease | disease | combined immunodeficiency
18845095 | @DISEASE_Granuloma | Granuloma | 448 | 20 | Disease | disease | cutaneous granulomas
18845095 | @DISEASE_Infections | Infections | 495 | 10 | Disease | disease | infections
18845095 | @DISEASE_Severe_Combined_Immunodeficiency | Severe Combined Immunodeficiency | 559 | 32 | Disease | disease | severe combined immunodeficiency
18845095 | @GENE_JAK3 | JAK3 | 711 | 14 | Gene | gene | Janus kinase 3
18845095 | @GENE_JAK3 | JAK3 | 727 | 5 | Gene | gene | Jak-3
18845095 | @GENE_CD8A | CD8A | 779 | 3 | Gene | gene | CD8
18845095 | @DISEASE_Granulomatous_Disease_Chronic | Granulomatous Disease Chronic | 854 | 21 | Disease | disease | granulomatous lesions
18845095 | @DISEASE_Infections | Infections | 915 | 10 | Disease | disease | infections
18845095 | @DISEASE_Immune_System_Diseases | Immune System Diseases | 1056 | 22 | Disease | disease | immunologic impairment
21325169 | @GENE_JAK2 | JAK2 | 0 | 4 | Gene | gene | JAK2
21325169 | @GENE_SEC31A | SEC31A | 41 | 6 | Gene | gene | SEC31A
21325169 | @GENE_JAK2 | JAK2 | 48 | 4 | Gene | gene | JAK2
21325169 | @DISEASE_Hodgkin_Disease | Hodgkin Disease | 78 | 26 | Disease | disease | classical Hodgkin lymphoma
21325169 | @DISEASE_Hodgkin_Disease | Hodgkin Disease | 122 | 26 | Disease | disease | classical Hodgkin lymphoma
21325169 | @DISEASE_Hodgkin_Disease | Hodgkin Disease | 150 | 3 | Disease | disease | cHL
21325169 | @GENE_JAK2 | JAK2 | 194 | 4 | Gene | gene | JAK2
21325169 | @DISEASE_Hodgkin_Disease | Hodgkin Disease | 238 | 3 | Disease | disease | cHL
21325169 | @GENE_JAK2 | JAK2 | 345 | 4 | Gene | gene | JAK2
21325169 | @DISEASE_Hodgkin_Disease | Hodgkin Disease | 368 | 3 | Disease | disease | cHL
21325169 | @GENE_SEC31A | SEC31A | 425 | 6 | Gene | gene | SEC31A
21325169 | @GENE_JAK2 | JAK2 | 432 | 4 | Gene | gene | JAK2
21325169 | @DISEASE_Hodgkin_Disease | Hodgkin Disease | 462 | 3 | Disease | disease | cHL
21325169 | @GENE_SEC31A | SEC31A | 506 | 6 | Gene | gene | SEC31A
21325169 | @GENE_JAK2 | JAK2 | 513 | 4 | Gene | gene | JAK2
21325169 | @GENE_JAK2 | JAK2 | 571 | 4 | Gene | gene | JAK2
21325169 | @GENE_SEC31A | SEC31A | 598 | 6 | Gene | gene | SEC31A
21325169 | @GENE_JAK2 | JAK2 | 605 | 4 | Gene | gene | JAK2
21325169 | @GENE_TXK | TXK | 671 | 15 | Gene | gene | tyrosine kinase
21325169 | @GENE_SEC31A | SEC31A | 733 | 6 | Gene | gene | SEC31A
21325169 | @GENE_JAK2 | JAK2 | 740 | 4 | Gene | gene | JAK2
21325169 | @DISEASE_Precursor_Cell_Lymphoblastic_Leukemia_Lymphoma | Precursor Cell Lymphoblastic Leukemia-Lymphoma | 767 | 24 | Disease | disease | T-lymphoblastic lymphoma
21325169 | @GENE_SEC31A | SEC31A | 886 | 6 | Gene | gene | SEC31A
21325169 | @GENE_JAK2 | JAK2 | 893 | 4 | Gene | gene | JAK2
21325169 | @DISEASE_Hodgkin_Disease | Hodgkin Disease | 945 | 3 | Disease | disease | cHL
21325169 | @GENE_JAK2 | JAK2 | 975 | 4 | Gene | gene | JAK2
21325169 | @DISEASE_Hodgkin_Disease | Hodgkin Disease | 1018 | 3 | Disease | disease | cHL
21325169 | @DISEASE_Hodgkin_Disease | Hodgkin Disease | 1146 | 3 | Disease | disease | cHL
21325169 | @GENE_JAK2 | JAK2 | 1253 | 4 | Gene | gene | JAK2
21325169 | @GENE_SEC31A | SEC31A | 1291 | 6 | Gene | gene | SEC31A
21325169 | @GENE_JAK2 | JAK2 | 1298 | 4 | Gene | gene | JAK2
21325169 | @DISEASE_Hodgkin_Disease | Hodgkin Disease | 1359 | 3 | Disease | disease | cHL
21325169 | @GENE_JAK2 | JAK2 | 1367 | 4 | Gene | gene | JAK2
23117887 | @GENE_PPP1R10 | PPP1R10 | 0 | 5 | Gene | gene | PNUTS
23117887 | @GENE_PTEN | PTEN | 52 | 4 | Gene | gene | PTEN
23117887 | @GENE_PTEN | PTEN | 58 | 4 | Gene | gene | PTEN
23117887 | @DISEASE_Neoplasms | Neoplasms | 81 | 5 | Disease | disease | tumor
23117887 | @GENE_AKT1 | AKT1 | 129 | 3 | Gene | gene | Akt
23117887 | @GENE_PTEN | PTEN | 279 | 4 | Gene | gene | PTEN
23117887 | @GENE_PPP1R10 | PPP1R10 | 503 | 5 | Gene | gene | PNUTS
23117887 | @GENE_PPP1R10 | PPP1R10 | 510 | 7 | Gene | gene | PPP1R10
23117887 | @GENE_PTEN | PTEN | 524 | 4 | Gene | gene | PTEN
23117887 | @GENE_PPP1R10 | PPP1R10 | 549 | 5 | Gene | gene | PNUTS
23117887 | @CHEMICAL_Lipids | Lipids | 584 | 5 | Chemical | chemical | lipid
23117887 | @GENE_PTEN | PTEN | 620 | 4 | Gene | gene | PTEN
23117887 | @GENE_PPP1R10 | PPP1R10 | 673 | 5 | Gene | gene | PNUTS
23117887 | @GENE_PTEN | PTEN | 748 | 4 | Gene | gene | PTEN
23117887 | @GENE_PPP1R10 | PPP1R10 | 771 | 5 | Gene | gene | PNUTS
23117887 | @DISEASE_Neoplasms | Neoplasms | 812 | 7 | Disease | disease | cancers
23117887 | @GENE_PPP1R10 | PPP1R10 | 891 | 5 | Gene | gene | PNUTS
23117887 | @GENE_PTEN | PTEN | 908 | 4 | Gene | gene | PTEN
23906223 | @CHEMICAL_Carbon_Dioxide | Carbon Dioxide | 36 | 3 | Chemical | chemical | CO2
23906223 | @CHEMICAL_Carbon_Dioxide | Carbon Dioxide | 286 | 3 | Chemical | chemical | CO2
23906223 | @CHEMICAL_Carbon_Dioxide | Carbon Dioxide | 367 | 3 | Chemical | chemical | CO2
23906223 | @CHEMICAL_Triiodothyronine | Triiodothyronine | 694 | 16 | Chemical | chemical | triiodothyronine
23906223 | @CHEMICAL_Triiodothyronine | Triiodothyronine | 712 | 2 | Chemical | chemical | T3
23906223 | @CHEMICAL_Thyroxine | Thyroxine | 717 | 9 | Chemical | chemical | thyroxine
23906223 | @CHEMICAL_Corticosterone | Corticosterone | 736 | 14 | Chemical | chemical | corticosterone
23906223 | @CHEMICAL_Carbon_Dioxide | Carbon Dioxide | 1126 | 3 | Chemical | chemical | CO2
23906223 | @CHEMICAL_Triiodothyronine | Triiodothyronine | 1214 | 2 | Chemical | chemical | T3
24204300 | @GENE_PNUTS | PNUTS | 0 | 5 | Gene | gene | PNUTS
24204300 | @GENE_PP1_87B | Pp1-87B | 6 | 3 | Gene | gene | PP1
24204300 | @GENE_RPII215 | RpII215 | 20 | 6 | Gene | gene | RNAPII
24204300 | @GENE_RPII215 | RpII215 | 266 | 17 | Gene | gene | RNA Polymerase II
24204300 | @GENE_RPII215 | RpII215 | 285 | 6 | Gene | gene | RNAPII
24204300 | @GENE_PP1_87B | Pp1-87B | 474 | 21 | Gene | gene | Protein phosphatase 1
24204300 | @GENE_PP1_87B | Pp1-87B | 497 | 3 | Gene | gene | PP1
24204300 | @GENE_RPII215 | RpII215 | 574 | 6 | Gene | gene | RNAPII
24204300 | @GENE_PP1_87B | Pp1-87B | 595 | 3 | Gene | gene | PP1
24204300 | @GENE_RPII215 | RpII215 | 726 | 6 | Gene | gene | RNAPII
24204300 | @GENE_PP1_87B | Pp1-87B | 1034 | 3 | Gene | gene | PP1
24204300 | @GENE_RPII215 | RpII215 | 1078 | 6 | Gene | gene | RNAPII
24204300 | @GENE_PP1_87B | Pp1-87B | 1209 | 3 | Gene | gene | PP1
24204300 | @GENE_RPII215 | RpII215 | 1252 | 6 | Gene | gene | RNAPII
24204300 | @GENE_PNUTS | PNUTS | 1607 | 5 | Gene | gene | PNUTS
24204300 | @GENE_PP1_87B | Pp1-87B | 1613 | 3 | Gene | gene | PP1
24481607 | @DISEASE_Severe_Combined_Immunodeficiency | Severe Combined Immunodeficiency | 0 | 32 | Disease | disease | Severe combined immunodeficiency
24481607 | @DISEASE_Severe_Combined_Immunodeficiency | Severe Combined Immunodeficiency | 115 | 32 | Disease | disease | Severe combined immunodeficiency
24481607 | @DISEASE_Severe_Combined_Immunodeficiency | Severe Combined Immunodeficiency | 149 | 4 | Disease | disease | SCID
24481607 | @DISEASE_Severe_Combined_Immunodeficiency | Severe Combined Immunodeficiency | 180 | 14 | Disease | disease | Omenn syndrome
24481607 | @DISEASE_Congenital_Hereditary_and_Neonatal_Diseases_and_Abnormalities | Congenital Hereditary and Neonatal Diseases and Abnormalities | 236 | 19 | Disease | disease | monogenic disorders
24481607 | @DISEASE_Infections | Infections | 348 | 10 | Disease | disease | infections
24481607 | @DISEASE_Severe_Combined_Immunodeficiency | Severe Combined Immunodeficiency | 466 | 4 | Disease | disease | SCID
24481607 | @DISEASE_Primary_Immunodeficiency_Diseases | Primary Immunodeficiency Diseases | 642 | 24 | Disease | disease | primary immunodeficiency
24481607 | @DISEASE_Primary_Immunodeficiency_Diseases | Primary Immunodeficiency Diseases | 668 | 3 | Disease | disease | PID
24481607 | @DISEASE_Infections | Infections | 819 | 9 | Disease | disease | infection
24481607 | @DISEASE_Severe_Combined_Immunodeficiency | Severe Combined Immunodeficiency | 910 | 4 | Disease | disease | SCID
24481607 | @DISEASE_Hepatitis_B | Hepatitis B | 946 | 4 | Disease | disease | T-B+
24481607 | @DISEASE_Severe_Combined_Immunodeficiency | Severe Combined Immunodeficiency | 950 | 8 | Disease | disease | NK- SCID
24481607 | @GENE_IL2 | IL2 | 997 | 43 | Gene | gene | interleukin-2 (common) gamma-chain receptor
24481607 | @GENE_IL2RG | IL2RG | 1042 | 5 | Gene | gene | IL2RG
24481607 | @GENE_JAK3 | JAK3 | 1107 | 20 | Gene | gene | Janus-kinase (JAK)-3
24481607 | @DISEASE_Hepatitis_B | Hepatitis B | 1176 | 3 | Disease | disease | T-B
24481607 | @DISEASE_Leukemia_Large_Granular_Lymphocytic | Leukemia Large Granular Lymphocytic | 1180 | 2 | Disease | disease | NK
24481607 | @DISEASE_Severe_Combined_Immunodeficiency | Severe Combined Immunodeficiency | 1184 | 4 | Disease | disease | SCID
24481607 | @GENE_RAG2 | RAG2 | 1281 | 4 | Gene | gene | RAG2
24481607 | @DISEASE_Leukemia_Large_Granular_Lymphocytic | Leukemia Large Granular Lymphocytic | 1336 | 2 | Disease | disease | NK
24481607 | @DISEASE_Severe_Combined_Immunodeficiency | Severe Combined Immunodeficiency | 1340 | 4 | Disease | disease | SCID
24481607 | @DISEASE_Hepatitis_B | Hepatitis B | 1408 | 3 | Disease | disease | T-B
24481607 | @DISEASE_Leukemia_Large_Granular_Lymphocytic | Leukemia Large Granular Lymphocytic | 1412 | 2 | Disease | disease | NK
24481607 | @DISEASE_Severe_Combined_Immunodeficiency | Severe Combined Immunodeficiency | 1416 | 4 | Disease | disease | SCID
24481607 | @DISEASE_CD8_Deficiency_Familial | CD8 Deficiency Familial | 1432 | 15 | Disease | disease | CD8 lymphopenia
24481607 | @DISEASE_Genetic_Diseases_Inborn | Genetic Diseases Inborn | 1504 | 14 | Disease | disease | genetic defect
24481607 | @DISEASE_Death | Death | 1622 | 4 | Disease | disease | died
24481607 | @DISEASE_Severe_Combined_Immunodeficiency | Severe Combined Immunodeficiency | 1701 | 4 | Disease | disease | SCID
24481607 | @DISEASE_Infections | Infections | 1730 | 10 | Disease | disease | infections
24481607 | @DISEASE_Severe_Combined_Immunodeficiency | Severe Combined Immunodeficiency | 1953 | 4 | Disease | disease | SCID
25809546 | @DISEASE_Mucocutaneous_Lymph_Node_Syndrome | Mucocutaneous Lymph Node Syndrome | 106 | 16 | Disease | disease | Kawasaki disease
25809546 | @DISEASE_Mucocutaneous_Lymph_Node_Syndrome | Mucocutaneous Lymph Node Syndrome | 146 | 16 | Disease | disease | Kawasaki disease
25809546 | @DISEASE_Mucocutaneous_Lymph_Node_Syndrome | Mucocutaneous Lymph Node Syndrome | 164 | 2 | Disease | disease | KD
25809546 | @DISEASE_Heart_Diseases | Heart Diseases | 201 | 13 | Disease | disease | heart disease
25809546 | @DISEASE_Mucocutaneous_Lymph_Node_Syndrome | Mucocutaneous Lymph Node Syndrome | 300 | 2 | Disease | disease | KD
25809546 | @DISEASE_Mucocutaneous_Lymph_Node_Syndrome | Mucocutaneous Lymph Node Syndrome | 456 | 2 | Disease | disease | KD
25809546 | @DISEASE_Mucocutaneous_Lymph_Node_Syndrome | Mucocutaneous Lymph Node Syndrome | 639 | 2 | Disease | disease | KD
25809546 | @GENE_HLA_C | HLA-C | 898 | 24 | Gene | gene | major histocompatibility
25809546 | @GENE_HLA_C | HLA-C | 924 | 3 | Gene | gene | MHC
25809546 | @GENE_HLA_DRB1 | HLA-DRB1 | 986 | 4 | Gene | gene | DRB1
25809546 | @GENE_HLA_DQA1 | HLA-DQA1 | 992 | 4 | Gene | gene | DQA1
25809546 | @GENE_HLA_DQB1 | HLA-DQB1 | 998 | 4 | Gene | gene | DQB1
25809546 | @GENE_HLA_C | HLA-C | 1081 | 3 | Gene | gene | MHC
25809546 | @DISEASE_Mucocutaneous_Lymph_Node_Syndrome | Mucocutaneous Lymph Node Syndrome | 1150 | 2 | Disease | disease | KD
25809546 | @DISEASE_Mucocutaneous_Lymph_Node_Syndrome | Mucocutaneous Lymph Node Syndrome | 1235 | 2 | Disease | disease | KD
