38613283 | @CHEMICAL_Tungsten | Tungsten | 242 | 1 | Chemical | chemical | W
31177636 | @GENE_MRPL58 | MRPL58 | 411 | 3 | Gene | gene | DS1
31177636 | @DISEASE_Hepatitis_C | Hepatitis C | 418 | 33 | Disease | disease | hepatitis C virus (HCV) infection
31177636 | @GENE_KIR3DL1 | KIR3DL1 | 595 | 3 | Gene | gene | KIR
31177636 | @GENE_KIR3DL1 | KIR3DL1 | 738 | 3 | Gene | gene | KIR
31177636 | @GENE_KIR3DL1 | KIR3DL1 | 900 | 7 | Gene | gene | KIR3DL1
31177636 | @GENE_KIR3DL1 | KIR3DL1 | 936 | 3 | Gene | gene | KIR
31177636 | @GENE_KIR3DL1 | KIR3DL1 | 960 | 7 | Gene | gene | KIR3DL1
31177636 | @GENE_KIR3DS1 | KIR3DS1 | 1172 | 7 | Gene | gene | KIR3DS1
31177636 | @DISEASE_Hepatitis_C | Hepatitis C | 1189 | 12 | Disease | disease | HCV-infected
31177636 | @GENE_KIR3DL1 | KIR3DL1 | 1289 | 7 | Gene | gene | KIR3DL1
31177636 | @DISEASE_Hepatitis_C | Hepatitis C | 1310 | 12 | Disease | disease | HCV-infected
31177636 | @GENE_KIR3DL1 | KIR3DL1 | 1406 | 3 | Gene | gene | KIR
31177636 | @GENE_STAT1 | STAT1 | 1491 | 57 | Gene | gene | signal transducer and activator of transcription (STAT) 1
31177636 | @GENE_IFNG | IFNG | 1648 | 8 | Gene | gene | IFNgamma
31177636 | @GENE_KIR3DL1 | KIR3DL1 | 1784 | 3 | Gene | gene | KIR
31177636 | @GENE_HLA_A | HLA-A | 1788 | 3 | Gene | gene | HLA
31177636 | @GENE_KIR3DL1 | KIR3DL1 | 1821 | 7 | Gene | gene | KIR3DL1
31991231 | @DISEASE_Inflammation | Inflammation | 64 | 12 | Disease | disease | inflammatory
31991231 | @DISEASE_Bacterial_Infections | Bacterial Infections | 534 | 19 | Disease | disease | bacterial infection
31991231 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 645 | 3 | Chemical | chemical | LPS
31991231 | @DISEASE_Bacterial_Infections | Bacterial Infections | 1082 | 19 | Disease | disease | bacterial infection
31991231 | @DISEASE_Inflammation | Inflammation | 1175 | 12 | Disease | disease | inflammatory
33349924 | @DISEASE_Behcet_Syndrome | Behcet Syndrome | 10 | 16 | Disease | disease | Behcet's disease
33349924 | @GENE_CSF2 | CSF2 | 28 | 6 | Gene | gene | GM-CSF
33349924 | @DISEASE_Behcet_Syndrome | Behcet Syndrome | 90 | 30 | Disease | disease | Behcet's disease-like disorder
33349924 | @DISEASE_Behcet_Syndrome | Behcet Syndrome | 149 | 16 | Disease | disease | Behcet's disease
33349924 | @DISEASE_Behcet_Syndrome | Behcet Syndrome | 167 | 2 | Disease | disease | BD
33349924 | @DISEASE_Inflammation | Inflammation | 177 | 20 | Disease | disease | inflammatory disease
33349924 | @DISEASE_Behcet_Syndrome | Behcet Syndrome | 312 | 15 | Disease | disease | BD-like disease
33349924 | @DISEASE_Inflammation | Inflammation | 374 | 21 | Disease | disease | systemic inflammation
33349924 | @GENE_CSF2 | CSF2 | 542 | 4 | Gene | gene | CSF2
33349924 | @VARIANT_p.N44H_CSF2_human | c.130A>C | 553 | 8 | Variant | variant | c.130A>C
33349924 | @VARIANT_p.N44H_CSF2_human | p.N44H | 563 | 6 | Variant | variant | p.N44H
33349924 | @GENE_CSF2 | CSF2 | 584 | 48 | Gene | gene | granulocyte-macrophage colony-stimulating factor
33349924 | @GENE_CSF2 | CSF2 | 634 | 6 | Gene | gene | GM-CSF
33349924 | @GENE_CSF2 | CSF2 | 787 | 6 | Gene | gene | GM-CSF
33349924 | @GENE_STAT5A | STAT5A | 846 | 50 | Gene | gene | signal transducer and activator of transcription 5
33349924 | @GENE_STAT5A | STAT5A | 898 | 6 | Gene | gene | STAT-5
33349924 | @GENE_STAT5A | STAT5A | 1051 | 6 | Gene | gene | STAT-5
33349924 | @GENE_CSF2 | CSF2 | 1110 | 6 | Gene | gene | GM-CSF
33349924 | @GENE_CSF2 | CSF2 | 1172 | 4 | Gene | gene | CSF2
33349924 | @VARIANT_p.N44H_CSF2_human | p.N44H | 1177 | 6 | Variant | variant | p.N44H
33349924 | @GENE_CSF2 | CSF2 | 1296 | 6 | Gene | gene | GM-CSF
33349924 | @GENE_STAT5A | STAT5A | 1317 | 6 | Gene | gene | STAT-5
33349924 | @GENE_TNF | TNF | 1376 | 33 | Gene | gene | tumor necrosis factor (TNF)-alpha
33349924 | @GENE_TNF | TNF | 1460 | 9 | Gene | gene | TNF-alpha
33349924 | @GENE_CSF2 | CSF2 | 1480 | 6 | Gene | gene | GM-CSF
33349924 | @CHEMICAL_Tetradecanoylphorbol_Acetate | Tetradecanoylphorbol Acetate | 1490 | 31 | Chemical | chemical | phorbol 12-myristate 13-acetate
33349924 | @CHEMICAL_Tetradecanoylphorbol_Acetate | Tetradecanoylphorbol Acetate | 1523 | 3 | Chemical | chemical | PMA
33349924 | @GENE_CSF2 | CSF2 | 1549 | 6 | Gene | gene | GM-CSF
33349924 | @GENE_IL1R1 | IL1R1 | 1591 | 20 | Gene | gene | interleukin (IL)-1Ra
33349924 | @GENE_CSF2 | CSF2 | 1639 | 4 | Gene | gene | CSF2
33349924 | @DISEASE_Behcet_Syndrome | Behcet Syndrome | 1712 | 15 | Disease | disease | BD-like disease
33397652 | @DISEASE_Axial_Spondyloarthritis | Axial Spondyloarthritis | 0 | 23 | Disease | disease | Axial spondyloarthritis
33397652 | @DISEASE_Axial_Spondyloarthritis | Axial Spondyloarthritis | 67 | 23 | Disease | disease | Axial spondyloarthritis
33397652 | @DISEASE_Axial_Spondyloarthritis | Axial Spondyloarthritis | 92 | 5 | Disease | disease | axSpA
33397652 | @DISEASE_Inflammation | Inflammation | 105 | 23 | Disease | disease | inflammatory disease of
33397652 | @DISEASE_Pain | Pain | 176 | 4 | Disease | disease | pain
33397652 | @DISEASE_Spondylitis_Ankylosing | Spondylitis Ankylosing | 226 | 22 | Disease | disease | ankylosing spondylitis
33397652 | @DISEASE_Back_Pain | Back Pain | 432 | 9 | Disease | disease | back pain
33397652 | @DISEASE_Sacroiliitis | Sacroiliitis | 500 | 12 | Disease | disease | sacroiliitis
33397652 | @DISEASE_Axial_Spondyloarthritis | Axial Spondyloarthritis | 536 | 5 | Disease | disease | axSpA
33397652 | @GENE_HLA_B | HLA-B | 592 | 6 | Gene | gene | HLAB27
33397652 | @DISEASE_Axial_Spondyloarthritis | Axial Spondyloarthritis | 690 | 6 | Disease | disease | axSpA.
33397652 | @DISEASE_Axial_Spondyloarthritis | Axial Spondyloarthritis | 950 | 6 | Disease | disease | axSpA.
33397652 | @GENE_IL23A | IL23A | 995 | 5 | Gene | gene | IL-23
33397652 | @GENE_IL17A | IL17A | 1001 | 5 | Gene | gene | IL-17
33397652 | @DISEASE_Axial_Spondyloarthritis | Axial Spondyloarthritis | 1073 | 6 | Disease | disease | axSpA.
33397652 | @GENE_IL17A | IL17A | 1150 | 6 | Gene | gene | IL-17A
33397652 | @DISEASE_Axial_Spondyloarthritis | Axial Spondyloarthritis | 1224 | 5 | Disease | disease | axSpA
33397652 | @GENE_TNF | TNF | 1275 | 3 | Gene | gene | TNF
33397652 | @GENE_IL23A | IL23A | 1322 | 5 | Gene | gene | IL-23
33397652 | @DISEASE_Axial_Spondyloarthritis | Axial Spondyloarthritis | 1350 | 5 | Disease | disease | axSpA
33397652 | @GENE_IL17A | IL17A | 1502 | 12 | Gene | gene | IL-17A and F
33397652 | @DISEASE_Axial_Spondyloarthritis | Axial Spondyloarthritis | 1622 | 6 | Disease | disease | axSpA.
33747936 | @DISEASE_Lymphoma_Large_B_Cell_Diffuse | Lymphoma Large B-Cell Diffuse | 36 | 46 | Disease | disease | Gastrointestinal Diffuse Large B-Cell Lymphoma
33747936 | @DISEASE_Lymphoma_Large_B_Cell_Diffuse | Lymphoma Large B-Cell Diffuse | 92 | 46 | Disease | disease | gastrointestinal diffuse large B-cell lymphoma
33747936 | @DISEASE_Lymphoma_Large_B_Cell_Diffuse | Lymphoma Large B-Cell Diffuse | 140 | 8 | Disease | disease | GI-DLBCL
33747936 | @DISEASE_Lymphoma | Lymphoma | 169 | 25 | Disease | disease | gastrointestinal lymphoma
33747936 | @DISEASE_Neoplasms | Neoplasms | 294 | 5 | Disease | disease | tumor
33747936 | @DISEASE_Lymphoma_Large_B_Cell_Diffuse | Lymphoma Large B-Cell Diffuse | 327 | 8 | Disease | disease | GI-DLBCL
33747936 | @DISEASE_Lymphoma_Large_B_Cell_Diffuse | Lymphoma Large B-Cell Diffuse | 537 | 8 | Disease | disease | GI-DLBCL
33747936 | @DISEASE_Lymphoma_Large_B_Cell_Diffuse | Lymphoma Large B-Cell Diffuse | 715 | 8 | Disease | disease | GI-DLBCL
33747936 | @GENE_TP53 | TP53 | 744 | 4 | Gene | gene | TP53
33747936 | @GENE_MUC16 | MUC16 | 750 | 5 | Gene | gene | MUC16
33747936 | @GENE_B2M | B2M | 757 | 3 | Gene | gene | B2M
33747936 | @GENE_CCND3 | CCND3 | 762 | 5 | Gene | gene | CCND3
33747936 | @GENE_H1_2 | H1-2 | 769 | 8 | Gene | gene | HIST1H1C
33747936 | @GENE_NEB | NEB | 779 | 3 | Gene | gene | NEB
33747936 | @GENE_ID3 | ID3 | 788 | 3 | Gene | gene | ID3
33747936 | @DISEASE_Tachycardia_Atrioventricular_Nodal_Reentry | Tachycardia Atrioventricular Nodal Reentry | 807 | 11 | Disease | disease | nodal DLBCL
33747936 | @DISEASE_Lymphoma_Large_B_Cell_Diffuse | Lymphoma Large B-Cell Diffuse | 820 | 8 | Disease | disease | GI-DLBCL
33747936 | @GENE_TP53 | TP53 | 874 | 4 | Gene | gene | TP53
33747936 | @GENE_PIM1 | PIM1 | 915 | 4 | Gene | gene | PIM1
33747936 | @GENE_CREBBP | CREBBP | 921 | 6 | Gene | gene | CREBBP
33747936 | @GENE_BCL2 | BCL2 | 929 | 4 | Gene | gene | BCL2
33747936 | @GENE_KMT2D | KMT2D | 935 | 5 | Gene | gene | KMT2D
33747936 | @GENE_EZH2 | EZH2 | 946 | 4 | Gene | gene | EZH2
33747936 | @DISEASE_Lymphoma_Large_B_Cell_Diffuse | Lymphoma Large B-Cell Diffuse | 962 | 8 | Disease | disease | GI-DLBCL
33747936 | @GENE_MYD88 | MYD88 | 987 | 5 | Gene | gene | MYD88
33747936 | @GENE_CD79B | CD79B | 997 | 5 | Gene | gene | CD79B
33747936 | @DISEASE_Hemorrhage | Hemorrhage | 1066 | 9 | Disease | disease | GI-DLBCLs
33747936 | @GENE_HLA_B | HLA-B | 1081 | 5 | Gene | gene | HLA-B
33747936 | @GENE_MEF2A | MEF2A | 1088 | 5 | Gene | gene | MEF2A
33747936 | @GENE_RHOA | RHOA | 1095 | 4 | Gene | gene | RHOA
33747936 | @GENE_NAV3 | NAV3 | 1105 | 4 | Gene | gene | NAV3
33747936 | @GENE_MUC16 | MUC16 | 1176 | 5 | Gene | gene | MUC16
33747936 | @GENE_ETV6 | ETV6 | 1186 | 4 | Gene | gene | ETV6
33747936 | @DISEASE_Neoplasms | Neoplasms | 1219 | 6 | Disease | disease | tumors
33747936 | @DISEASE_Hemorrhage | Hemorrhage | 1353 | 9 | Disease | disease | GI-DLBCLs
33747936 | @DISEASE_Lymphoma_Large_B_Cell_Diffuse | Lymphoma Large B-Cell Diffuse | 1397 | 8 | Disease | disease | GI-DLBCL
33747936 | @DISEASE_Tachycardia_Atrioventricular_Nodal_Reentry | Tachycardia Atrioventricular Nodal Reentry | 1427 | 11 | Disease | disease | nodal DLBCL
33747936 | @GENE_NFKB1 | NFKB1 | 1524 | 9 | Gene | gene | NF-kappaB
33747936 | @DISEASE_Lymphoma_Large_B_Cell_Diffuse | Lymphoma Large B-Cell Diffuse | 1779 | 8 | Disease | disease | GI-DLBCL
33806292 | @CHEMICAL_Hydrogen | Hydrogen | 38 | 8 | Chemical | chemical | Hydrogen
33806292 | @DISEASE_Chronic_Disease | Chronic Disease | 50 | 29 | Disease | disease | Chronic Inflammatory Diseases
33806292 | @CHEMICAL_Reactive_Oxygen_Species | Reactive Oxygen Species | 170 | 23 | Chemical | chemical | reactive oxygen species
33806292 | @CHEMICAL_Reactive_Oxygen_Species | Reactive Oxygen Species | 195 | 3 | Chemical | chemical | ROS
33806292 | @CHEMICAL_Hydroxyl_Radical | Hydroxyl Radical | 279 | 16 | Chemical | chemical | hydroxyl radical
33806292 | @CHEMICAL_Hydrogen | Hydrogen | 313 | 8 | Chemical | chemical | hydrogen
33806292 | @CHEMICAL_Hydrogen | Hydrogen | 323 | 2 | Chemical | chemical | H2
33806292 | @DISEASE_Inflammation | Inflammation | 395 | 12 | Disease | disease | Inflammation
33806292 | @DISEASE_Inflammation | Inflammation | 587 | 12 | Disease | disease | inflammation
33806292 | @DISEASE_Guillain_Barre_Syndrome | Guillain-Barre Syndrome | 617 | 38 | Disease | disease | acute or chronic inflammatory diseases
33806292 | @CHEMICAL_Reactive_Oxygen_Species | Reactive Oxygen Species | 691 | 3 | Chemical | chemical | ROS
33806292 | @GENE_DFNA34 | DFNA34 | 704 | 5 | Gene | gene | NLRP3
33806292 | @CHEMICAL_Hydrogen | Hydrogen | 842 | 2 | Chemical | chemical | H2
33806292 | @CHEMICAL_Reactive_Oxygen_Species | Reactive Oxygen Species | 903 | 3 | Chemical | chemical | ROS
33806292 | @CHEMICAL_Hydrogen | Hydrogen | 933 | 2 | Chemical | chemical | H2
33806292 | @GENE_DFNA34 | DFNA34 | 947 | 5 | Gene | gene | NLRP3
33806292 | @CHEMICAL_Hydrogen | Hydrogen | 1088 | 2 | Chemical | chemical | H2
33806292 | @CHEMICAL_Hydrogen | Hydrogen | 1149 | 2 | Chemical | chemical | H2
33806292 | @DISEASE_Inflammation | Inflammation | 1182 | 35 | Disease | disease | chronic inflammation-based diseases
33806292 | @DISEASE_COVID_19 | COVID-19 | 1229 | 24 | Disease | disease | coronavirus disease 2019
33806292 | @DISEASE_COVID_19 | COVID-19 | 1255 | 8 | Disease | disease | COVID-19
35356004 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 44 | 18 | Disease | disease | Multiple Sclerosis
35356004 | @DISEASE_Sjogren's_Syndrome | Sjogren's Syndrome | 67 | 18 | Disease | disease | Sjogren's Syndrome
35356004 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 234 | 18 | Disease | disease | multiple sclerosis
35356004 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 254 | 2 | Disease | disease | MS
35356004 | @DISEASE_Sjogren's_Syndrome | Sjogren's Syndrome | 262 | 18 | Disease | disease | Sjogren's syndrome
35356004 | @DISEASE_Sjogren's_Syndrome | Sjogren's Syndrome | 282 | 2 | Disease | disease | SS
35356004 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 296 | 2 | Disease | disease | MS
35356004 | @DISEASE_Sjogren's_Syndrome | Sjogren's Syndrome | 304 | 2 | Disease | disease | SS
35356004 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 917 | 2 | Disease | disease | MS
35356004 | @DISEASE_Sjogren's_Syndrome | Sjogren's Syndrome | 924 | 2 | Disease | disease | SS
35356004 | @GENE_HLA_DRB1 | HLA-DRB1 | 1083 | 8 | Gene | gene | HLA-DRB1
35356004 | @GENE_HLA_DRA | HLA-DRA | 1093 | 7 | Gene | gene | HLA-DRA
35356004 | @GENE_STAT3 | STAT3 | 1102 | 5 | Gene | gene | STAT3
35356004 | @GENE_JAK1 | JAK1 | 1109 | 4 | Gene | gene | JAK1
35356004 | @GENE_HLA_B | HLA-B | 1115 | 5 | Gene | gene | HLA-B
35356004 | @GENE_HLA_DQA1 | HLA-DQA1 | 1122 | 8 | Gene | gene | HLA-DQA1
35356004 | @GENE_HLA_DQA2 | HLA-DQA2 | 1132 | 8 | Gene | gene | HLA-DQA2
35356004 | @GENE_HLA_DQB1 | HLA-DQB1 | 1142 | 8 | Gene | gene | HLA-DQB1
35356004 | @GENE_HLA_DRB5 | HLA-DRB5 | 1152 | 8 | Gene | gene | HLA-DRB5
35356004 | @GENE_HLA_DPA1 | HLA-DPA1 | 1162 | 8 | Gene | gene | HLA-DPA1
35356004 | @GENE_HLA_DPB1 | HLA-DPB1 | 1172 | 8 | Gene | gene | HLA-DPB1
35356004 | @GENE_TYK2 | TYK2 | 1182 | 4 | Gene | gene | TYK2
35356004 | @GENE_IL2RA | IL2RA | 1188 | 5 | Gene | gene | IL2RA
35356004 | @GENE_MAPK1 | MAPK1 | 1199 | 5 | Gene | gene | MAPK1
35356004 | @GENE_STAT1 | STAT1 | 1413 | 5 | Gene | gene | STAT1
35356004 | @GENE_GATA3 | GATA3 | 1420 | 5 | Gene | gene | GATA3
35356004 | @GENE_PIK3CA | PIK3CA | 1427 | 6 | Gene | gene | PIK3CA
35356004 | @GENE_IL2RA | IL2RA | 1737 | 5 | Gene | gene | IL2RA
35356004 | @GENE_HLA_DRB1 | HLA-DRB1 | 1747 | 8 | Gene | gene | HLA-DRB1
35356004 | @CHEMICAL_Daclizumab | Daclizumab | 1824 | 10 | Chemical | chemical | daclizumab
35356004 | @CHEMICAL_Glatiramer_Acetate | Glatiramer Acetate | 1839 | 10 | Chemical | chemical | glatiramer
35356004 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 1869 | 2 | Disease | disease | MS
35356004 | @CHEMICAL_Daclizumab | Daclizumab | 1889 | 10 | Chemical | chemical | daclizumab
35356004 | @CHEMICAL_Glatiramer_Acetate | Glatiramer Acetate | 1904 | 10 | Chemical | chemical | glatiramer
35356004 | @DISEASE_Sjogren's_Syndrome | Sjogren's Syndrome | 1938 | 2 | Disease | disease | SS
35356004 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 1990 | 2 | Disease | disease | MS
35356004 | @DISEASE_Sjogren's_Syndrome | Sjogren's Syndrome | 1997 | 2 | Disease | disease | SS
35356004 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 2121 | 7 | Disease | disease | MS with
35356004 | @DISEASE_Sjogren's_Syndrome | Sjogren's Syndrome | 2129 | 2 | Disease | disease | SS
35356004 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 2192 | 2 | Disease | disease | MS
35356004 | @DISEASE_Sjogren's_Syndrome | Sjogren's Syndrome | 2199 | 2 | Disease | disease | SS
35379174 | @GENE_HLA_C | HLA-C | 44 | 5 | Gene | gene | HLA-C
35379174 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 82 | 17 | Disease | disease | colorectal cancer
35379174 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 138 | 17 | Disease | disease | Colorectal cancer
35379174 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 157 | 3 | Disease | disease | CRC
35379174 | @DISEASE_Neoplasms | Neoplasms | 187 | 6 | Disease | disease | cancer
35379174 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 295 | 3 | Disease | disease | CRC
35379174 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 439 | 3 | Disease | disease | CRC
35379174 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 553 | 3 | Disease | disease | CRC
35379174 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 612 | 3 | Disease | disease | CRC
35379174 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 700 | 3 | Disease | disease | CRC
35379174 | @GENE_SMCO1 | SMCO1 | 707 | 5 | Gene | gene | SMCO1
35379174 | @GENE_HLA_C | HLA-C | 762 | 5 | Gene | gene | HLA-C
35379174 | @GENE_NUTM1 | NUTM1 | 772 | 5 | Gene | gene | NUTM1
35379174 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 849 | 3 | Disease | disease | CRC
35379174 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 911 | 3 | Disease | disease | CRC
35379174 | @DISEASE_Neoplasms | Neoplasms | 923 | 6 | Disease | disease | cancer
35379174 | @GENE_HLA_C | HLA-C | 1035 | 5 | Gene | gene | HLA-C
35379174 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 1098 | 3 | Disease | disease | CRC
35379174 | @GENE_HLA_C | HLA-C | 1171 | 5 | Gene | gene | HLA-C
35379174 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 1192 | 3 | Disease | disease | CRC
35379174 | @GENE_HLA_C | HLA-C | 1244 | 5 | Gene | gene | HLA-C
35379174 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 1253 | 3 | Disease | disease | CRC
35379174 | @GENE_HLA_C | HLA-C | 1308 | 5 | Gene | gene | HLA-C
35379174 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 1317 | 3 | Disease | disease | CRC
35379174 | @GENE_HLA_C | HLA-C | 1374 | 5 | Gene | gene | HLA-C
35379174 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 1395 | 3 | Disease | disease | CRC
35379174 | @DISEASE_Neoplasms | Neoplasms | 1413 | 6 | Disease | disease | cancer
35379174 | @GENE_HLA_C | HLA-C | 1507 | 5 | Gene | gene | HLA-C
35379174 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 1528 | 3 | Disease | disease | CRC
35379174 | @DISEASE_Neoplasms | Neoplasms | 1562 | 6 | Disease | disease | cancer
35379174 | @GENE_EGFR | EGFR | 1614 | 4 | Gene | gene | ErbB
35379174 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 1678 | 3 | Disease | disease | CRC
35379174 | @GENE_HLA_C | HLA-C | 1756 | 5 | Gene | gene | HLA-C
35379174 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 1793 | 3 | Disease | disease | CRC
35379174 | @DISEASE_Neoplasms | Neoplasms | 1813 | 6 | Disease | disease | cancer
35926164 | @DISEASE_COVID_19 | COVID-19 | 89 | 8 | Disease | disease | COVID-19
35926164 | @DISEASE_COVID_19 | COVID-19 | 110 | 24 | Disease | disease | Coronavirus disease 2019
35926164 | @DISEASE_COVID_19 | COVID-19 | 136 | 8 | Disease | disease | COVID-19
35926164 | @DISEASE_Respiratory_Distress_Syndrome | Respiratory Distress Syndrome | 158 | 35 | Disease | disease | acute respiratory distress syndrome
35926164 | @GENE_CD79A | CD79A | 351 | 3 | Gene | gene | IgA
35926164 | @DISEASE_COVID_19 | COVID-19 | 581 | 8 | Disease | disease | COVID-19
35926164 | @CHEMICAL_Oxygen | Oxygen | 628 | 6 | Chemical | chemical | oxygen
35926164 | @GENE_CD79A | CD79A | 668 | 3 | Gene | gene | IgA
35926164 | @DISEASE_COVID_19 | COVID-19 | 732 | 8 | Disease | disease | COVID-19
35926164 | @GENE_CD79A | CD79A | 1023 | 3 | Gene | gene | IgA
35926164 | @DISEASE_COVID_19 | COVID-19 | 1128 | 8 | Disease | disease | COVID-19
35926164 | @DISEASE_Influenza_Human | Influenza Human | 1162 | 9 | Disease | disease | influenza
35926164 | @DISEASE_Pneumonia_Bacterial | Pneumonia Bacterial | 1175 | 19 | Disease | disease | bacterial pneumonia
35926164 | @GENE_CD79A | CD79A | 1307 | 3 | Gene | gene | IgA
35926164 | @DISEASE_COVID_19 | COVID-19 | 1337 | 8 | Disease | disease | COVID-19
35926164 | @DISEASE_COVID_19 | COVID-19 | 1403 | 8 | Disease | disease | COVID-19
35926164 | @GENE_CD79A | CD79A | 1419 | 3 | Gene | gene | IgA
35926164 | @DISEASE_Pulmonary_Atelectasis | Pulmonary Atelectasis | 1581 | 17 | Disease | disease | alveolar collapse
35930549 | @DISEASE_COVID_19 | COVID-19 | 4 | 8 | Disease | disease | COVID-19
35930549 | @DISEASE_COVID_19 | COVID-19 | 186 | 8 | Disease | disease | COVID-19
35930549 | @DISEASE_COVID_19 | COVID-19 | 1888 | 8 | Disease | disease | COVID-19
36043467 | @CHEMICAL_imidazole | imidazole | 54 | 9 | Chemical | chemical | Imidazole
36043467 | @CHEMICAL_Amines | Amines | 261 | 6 | Chemical | chemical | amines
36043467 | @CHEMICAL_Quinuclidines | Quinuclidines | 332 | 12 | Chemical | chemical | quinuclidine
36043467 | @CHEMICAL_1_methylimidazole | 1-methylimidazole | 376 | 17 | Chemical | chemical | N-methylimidazole
36043467 | @CHEMICAL_1_methylimidazole | 1-methylimidazole | 395 | 3 | Chemical | chemical | NMI
36043467 | @CHEMICAL_Amidines | Amidines | 401 | 7 | Chemical | chemical | amidine
36043467 | @CHEMICAL_Amines | Amines | 746 | 5 | Chemical | chemical | amine
36043467 | @CHEMICAL_imidazole | imidazole | 927 | 9 | Chemical | chemical | imidazole
36043467 | @CHEMICAL_6_7_dihydro_5H_pyrrolo(1_2_a)imidazole | 6 7-dihydro-5H-pyrrolo(1 2-a)imidazole | 1043 | 38 | Chemical | chemical | 6,7-Dihydro-5H-pyrrolo[1,2-a]imidazole
36043467 | @CHEMICAL_imidazole | imidazole | 1486 | 9 | Chemical | chemical | imidazole
36043467 | @CHEMICAL_6_7_dihydro_5H_pyrrolo(1_2_a)imidazole | 6 7-dihydro-5H-pyrrolo(1 2-a)imidazole | 1650 | 38 | Chemical | chemical | 6,7-Dihydro-5H-pyrrolo[1,2-a]imidazole
36043467 | @CHEMICAL_imidazole | imidazole | 1818 | 9 | Chemical | chemical | imidazole
36043467 | @CHEMICAL_imidazole | imidazole | 1877 | 9 | Chemical | chemical | imidazole
36043467 | @CHEMICAL_Acrolein | Acrolein | 1891 | 8 | Chemical | chemical | acrolein
36043467 | @CHEMICAL_imidazole | imidazole | 2022 | 9 | Chemical | chemical | imidazole
36043467 | @CHEMICAL_Lactams | Lactams | 2271 | 7 | Chemical | chemical | lactams
36043467 | @CHEMICAL_imidazole | imidazole | 2387 | 9 | Chemical | chemical | imidazole
36043467 | @CHEMICAL_2_oxindole | 2-oxindole | 2707 | 11 | Chemical | chemical | 2-oxindoles
36043467 | @CHEMICAL_Copper | Copper | 3009 | 2 | Chemical | chemical | Cu
36043467 | @CHEMICAL_Alcohols | Alcohols | 3108 | 8 | Chemical | chemical | alcohols
36043467 | @CHEMICAL_Carbamates | Carbamates | 3175 | 9 | Chemical | chemical | carbamate
36043467 | @CHEMICAL_imidazole | imidazole | 3206 | 9 | Chemical | chemical | imidazole
36043467 | @DISEASE_COVID_19 | COVID-19 | 3389 | 9 | Disease | disease | -COVID-19
36043467 | @CHEMICAL_remdesivir | remdesivir | 3404 | 10 | Chemical | chemical | remdesivir
36043467 | @CHEMICAL_imidazole | imidazole | 3605 | 9 | Chemical | chemical | imidazole
36043467 | @CHEMICAL_imidazole | imidazole | 3681 | 9 | Chemical | chemical | imidazole
38287674 | @DISEASE_Neoplasms | Neoplasms | 0 | 5 | Disease | disease | Tumor
